joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],length,width,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,pdesign,smys,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
11310,40.167,0.344,39.252,0.915,40827.247,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.0,2.8,3:20,EXT ML,4,N,N,5.97,116.763,11:16,25.552,CMFL,1025,65000,E.R. WELD,24,1475.4,2049.1,1460.1,2027.9,0.695,1.099,1.0,1.2,2022,Metal Loss_40827.2,True,40827.247,40826.490000000005,METAL_LOSS,False,3.3333333333333335,2933,40799.67773451504
11310,40.167,0.344,39.354,0.814,40827.349,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.2,2.3,2:20,EXT ML,4,N,N,5.97,116.716,11:16,19.268,CMFL,1025,65000,E.R. WELD,24,1482.7,2059.4,1469.5,2041.0,0.691,1.104,1.0,1.2,2022,Metal Loss_40827.3,True,40827.349,40826.592,METAL_LOSS,False,2.3333333333333335,2934,40799.83499551882
11310,40.167,0.344,39.36,0.807,40827.356,Metal Loss,External,60.0,0.206,75.0,PITT,15.0,,,,0.9,1.5,8:09,*EXT ML,4,Y,Y,5.97,116.713,11:16,19.478,CMFL,1025,65000,E.R. WELD,24,1501.8,2085.8,1482.3,2058.8,0.683,1.119,0.4,1.0,2022,Metal Loss_40827.4,True,40827.356,40826.599,METAL_LOSS,False,8.15,2935,40799.84578794064
11350,40.167,0.344,1.453,38.717,40858.848,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,1.5,1.9,10:12,EXT ML,7,N,N,5.97,113.489,02:48,28.903,CMFL,1025,65000,E.R. WELD,24,1527.6,2121.6,1523.3,2115.7,0.671,1.139,1.0,1.2,2022,Metal Loss_40858.8,True,40858.848,40858.091,METAL_LOSS,False,10.2,2942,40871.27297157996
11350,40.167,0.344,2.408,37.759,40859.806,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.4,1.9,10:06,EXT ML,7,N,N,5.97,113.665,02:48,29.531,CMFL,1025,65000,E.R. WELD,24,1530.2,2125.3,1526.5,2120.1,0.67,1.14,1.0,1.2,2022,Metal Loss_40859.8,True,40859.806,40859.049,METAL_LOSS,False,10.1,2943,40871.888103564546
11350,40.167,0.344,2.703,37.467,40860.098,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.4,4.8,10:20,EXT ML,7,N,N,5.97,113.768,02:48,26.808,CMFL,1025,65000,E.R. WELD,24,1500.4,2083.8,1490.4,2070.0,0.683,1.117,1.0,1.2,2022,Metal Loss_40860.1,True,40860.098,40859.341,METAL_LOSS,False,10.333333333333334,2944,40872.0755968208
11350,40.167,0.344,2.743,37.428,40860.138,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.4,2.1,9:33,EXT ML,7,N,N,5.97,113.785,02:48,32.463,CMFL,1025,65000,E.R. WELD,24,1493.9,2074.9,1489.1,2068.1,0.686,1.113,1.0,1.2,2022,Metal Loss_40860.1,True,40860.138,40859.381,METAL_LOSS,False,9.55,2945,40872.101280828516
11350,40.167,0.344,3.15,37.021,40860.545,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,8.6,6.8,10:30,EXT ML,7,N,N,5.97,113.954,02:48,29.531,CMFL,1025,65000,E.R. WELD,24,1380.7,1917.6,1413.4,1963.0,0.742,1.027,1.0,1.2,2022,Metal Loss_40860.5,True,40860.545,40859.788,METAL_LOSS,False,10.5,2946,40872.36261560694
11350,40.167,0.344,4.032,36.135,40861.43,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.8,2.6,1:22,EXT ML,7,N,N,5.97,114.321,02:48,9.215,CMFL,1025,65000,E.R. WELD,24,1469.9,2041.6,1471.9,2044.3,0.697,1.095,1.0,1.2,2022,Metal Loss_40861.4,True,40861.43,40860.673,METAL_LOSS,False,1.3666666666666667,2947,40872.93087427745
11350,40.167,0.344,4.688,35.482,40862.083,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.9,1.5,1:25,EXT ML,7,N,N,5.97,114.593,02:48,8.587,CMFL,1025,65000,E.R. WELD,24,1524.8,2117.7,1520.1,2111.2,0.672,1.137,1.0,1.2,2022,Metal Loss_40862.1,True,40862.083,40861.326,METAL_LOSS,False,1.4166666666666667,2948,40873.350165703276
11360,22.11,0.344,3.888,18.222,40901.453,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,5.2,3.3,4:29,EXT ML ( ON SW ),6,N,N,5.97,130.772,04:20,1.047,CMFL,1025,65000,E.R. WELD,24,1488.7,2067.6,1477.6,2052.2,0.689,1.11,1.0,1.2,2022,Metal Loss_40901.5,True,40901.453,40900.696,METAL_LOSS,False,4.483333333333333,2950,40898.62965028902
11360,22.11,0.344,7.536,14.573,40905.102,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,12.4,5.3,4:29,EXT ML ( ON SW ),6,N,N,5.97,131.853,04:20,2.304,CMFL,1025,65000,E.R. WELD,24,1429.2,1985.0,1419.3,1971.3,0.717,1.068,1.0,1.2,2022,Metal Loss_40905.1,True,40905.102,40904.345,METAL_LOSS,False,4.483333333333333,2951,40900.9726738921
11360,22.11,0.344,13.878,8.232,40911.444,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.8,1.3,4:30,EXT ML ( NEAR SW ),6,N,N,5.97,133.732,04:20,1.047,CMFL,1025,65000,E.R. WELD,24,1496.1,2077.9,1486.1,2064.0,0.685,1.115,1.0,1.2,2022,Metal Loss_40911.4,True,40911.444,40910.687000000005,METAL_LOSS,False,4.5,2952,40905.044873314066
11360,22.11,0.344,17.251,4.859,40914.816,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.2,3.2,4:27,EXT ML ( ON SW ),6,N,N,5.97,134.732,04:20,0.0,CMFL,1025,65000,E.R. WELD,24,1489.5,2068.8,1481.8,2058.0,0.688,1.111,1.0,1.2,2022,Metal Loss_40914.8,True,40914.816,40914.059,METAL_LOSS,False,4.45,2953,40907.21003516378
11360,22.11,0.344,18.898,3.212,40916.463,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,14.1,5.5,4:24,EXT ML ( ON SW ),6,N,N,5.97,135.219,04:20,1.047,CMFL,1025,65000,E.R. WELD,24,1434.5,1992.3,1444.1,2005.7,0.715,1.073,1.0,1.2,2022,Metal Loss_40916.5,True,40916.463,40915.706000000006,METAL_LOSS,False,4.4,2954,40908.26757418112
11360,22.11,0.344,21.23,0.879,40918.796,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.3,1.7,4:15,EXT ML ( ON SW ),6,N,N,5.97,135.911,04:20,0.419,CMFL,1025,65000,E.R. WELD,24,1483.1,2059.9,1470.9,2043.0,0.691,1.105,1.0,1.2,2022,Metal Loss_40918.8,True,40918.796,40918.039,METAL_LOSS,False,4.25,2955,40909.765593930635
11370,40.121,0.344,0.971,39.15,40920.646,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,5.0,3.5,8:25,EXT ML,2,N,N,5.97,136.46,10:56,14.87,CMFL,1025,65000,E.R. WELD,24,1480.9,2056.9,1475.4,2049.1,0.692,1.103,1.0,1.2,2022,Metal Loss_40920.6,True,40920.646,40919.889,METAL_LOSS,False,8.416666666666666,2957,40911.29611136035
11370,40.121,0.344,2.238,37.884,40921.913,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,1.4,2.3,7:11,EXT ML,2,N,N,5.97,136.834,10:56,23.457,CMFL,1025,65000,E.R. WELD,24,1526.7,2120.4,1522.0,2113.9,0.671,1.138,1.0,1.2,2022,Metal Loss_40921.9,True,40921.913,40921.156,METAL_LOSS,False,7.183333333333334,2958,40912.55673246598
11410,39.997,0.344,16.775,23.222,41086.273,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,14.8,10.3,5:58,EXT ML,15,N,N,5.97,138.245,09:12,15.708,CMFL,1025,65000,E.R. WELD,24,1345.5,1868.8,1339.1,1859.9,0.762,1.001,1.0,1.2,2022,Metal Loss_41086.3,True,41086.273,41085.516,METAL_LOSS,False,5.966666666666667,2964,41086.84045228392
11410,39.997,0.344,18.425,21.572,41087.923,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,8.6,2.6,7:02,EXT ML,15,N,N,5.97,138.248,09:12,12.985,CMFL,1025,65000,E.R. WELD,24,1422.8,1976.1,1443.3,2004.5,0.721,1.06,1.0,1.2,2022,Metal Loss_41087.9,True,41087.923,41087.166000000005,METAL_LOSS,False,7.033333333333333,2965,41088.49098857414
11410,39.997,0.344,19.055,20.938,41088.556,Metal Loss,External,42.0,0.144,57.0,GENE,15.0,,,,18.0,6.6,4:34,*EXT ML,15,Y,Y,5.97,138.249,09:12,29.322,CMFL,1025,65000,E.R. WELD,24,1078.3,1497.7,1064.0,1477.8,0.951,0.806,1.0,1.2,2022,Metal Loss_41088.6,True,41088.556,41087.799,METAL_LOSS,False,4.566666666666666,2966,41089.124194314565
11410,39.997,0.344,19.626,20.371,41089.124,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,16.3,4.1,7:03,EXT ML,15,N,N,5.97,138.25,09:12,12.985,CMFL,1025,65000,E.R. WELD,24,1401.5,1946.5,1408.8,1956.6,0.731,1.046,1.0,1.2,2022,Metal Loss_41089.1,True,41089.124,41088.367000000006,METAL_LOSS,False,7.05,2967,41089.69237892842
11410,39.997,0.344,25.046,14.948,41094.547,Metal Loss,External,26.0,0.089,41.0,GENE,25.0,,,,15.8,8.6,5:45,EXT ML,15,N,N,5.97,138.259,09:12,22.829,CMFL,1025,65000,E.R. WELD,24,1274.2,1769.8,1322.9,1837.3,0.805,0.95,1.0,1.2,2022,Metal Loss_41094.5,True,41094.547,41093.79,METAL_LOSS,False,5.75,2968,41095.117141535615
11410,39.997,0.344,25.846,14.15,41095.344,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,5.6,3.5,4:46,EXT ML,15,N,N,5.97,138.261,09:12,28.693,CMFL,1025,65000,E.R. WELD,24,1451.2,2015.5,1434.3,1992.1,0.706,1.083,1.0,1.2,2022,Metal Loss_41095.3,True,41095.344,41094.587,METAL_LOSS,False,4.766666666666667,2969,41095.91440058004
11410,39.997,0.344,26.594,13.402,41096.093,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.9,1.7,5:44,EXT ML,15,N,N,5.97,138.262,09:12,21.782,CMFL,1025,65000,E.R. WELD,24,1524.0,2116.7,1519.1,2109.9,0.673,1.136,1.0,1.2,2022,Metal Loss_41096.1,True,41096.093,41095.336,METAL_LOSS,False,5.733333333333333,2970,41096.6636440233
11410,39.997,0.344,31.837,8.159,41101.335,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,12.5,3.3,7:07,EXT ML,15,N,N,5.97,138.271,09:12,12.147,CMFL,1025,65000,E.R. WELD,24,1362.3,1892.1,1391.6,1932.8,0.753,1.016,1.0,1.2,2022,Metal Loss_41101.3,True,41101.335,41100.578,METAL_LOSS,False,7.116666666666666,2971,41101.90734780108
11410,39.997,0.344,31.952,8.045,41101.45,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.2,1.5,4:33,EXT ML,15,N,N,5.97,138.272,09:12,29.112,CMFL,1025,65000,E.R. WELD,24,1521.2,2112.8,1515.9,2105.4,0.674,1.134,1.0,1.2,2022,Metal Loss_41101.4,True,41101.45,41100.693,METAL_LOSS,False,4.55,2972,41102.02238517888
11410,39.997,0.344,32.395,7.602,41101.893,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.5,1.9,4:16,EXT ML,15,N,N,5.97,138.272,09:12,30.997,CMFL,1025,65000,E.R. WELD,24,1516.6,2106.4,1510.4,2097.8,0.676,1.131,1.0,1.2,2022,Metal Loss_41101.9,True,41101.893,41101.136,METAL_LOSS,False,4.266666666666667,2973,41102.46552916468
11410,39.997,0.344,33.054,6.942,41102.552,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.0,1.9,4:17,EXT ML,15,N,N,5.97,138.273,09:12,30.788,CMFL,1025,65000,E.R. WELD,24,1496.4,2078.4,1486.1,2064.1,0.685,1.116,1.0,1.2,2022,Metal Loss_41102.6,True,41102.552,41101.795000000006,METAL_LOSS,False,4.283333333333333,2974,41103.12474335575
11410,39.997,0.344,33.271,6.722,41102.772,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.7,1.9,7:18,EXT ML,15,N,N,5.97,138.274,09:12,11.938,CMFL,1025,65000,E.R. WELD,24,1525.3,2118.4,1520.6,2111.9,0.672,1.137,1.0,1.2,2022,Metal Loss_41102.8,True,41102.772,41102.015,METAL_LOSS,False,7.3,2975,41103.344814861106
11410,39.997,0.344,33.74,6.257,41103.238,Metal Loss,External,15.0,0.052,30.0,AXGR,20.0,,,,1.4,0.7,7:18,EXT ML,15,N,N,5.97,138.275,09:12,11.938,CMFL,1025,65000,E.R. WELD,24,1533.8,2130.2,1530.8,2126.2,0.668,1.143,1.0,1.2,2022,Metal Loss_41103.2,True,41103.238,41102.481,METAL_LOSS,False,7.3,2976,41103.81096632247
11410,39.997,0.344,34.278,5.715,41103.78,Metal Loss,External,14.0,0.048,29.0,AXGR,20.0,,,,2.9,1.1,7:10,EXT ML,15,N,N,5.97,138.276,09:12,12.776,CMFL,1025,65000,E.R. WELD,24,1502.3,2086.5,1519.9,2111.0,0.682,1.121,0.6,1.2,2022,Metal Loss_41103.8,True,41103.78,41103.023,METAL_LOSS,False,7.166666666666667,2977,41104.353142485685
11410,39.997,0.344,34.987,5.01,41104.485,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,20.0,3.4,7:09,EXT ML,15,N,N,5.97,138.277,09:12,12.357,CMFL,1025,65000,E.R. WELD,24,1331.3,1849.0,1360.2,1889.1,0.77,0.993,1.0,1.2,2022,Metal Loss_41104.5,True,41104.485,41103.728,METAL_LOSS,False,7.15,2978,41105.05837162787
11430,39.928,0.344,4.764,35.164,41154.482,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,23.1,4.9,9:30,EXT ML ( ON SW ),9,N,N,5.97,140.47,09:24,0.838,CMFL,1025,65000,E.R. WELD,24,1385.9,1924.9,1389.4,1929.8,0.74,1.031,1.0,1.2,2022,Metal Loss_41154.5,True,41154.482,41153.725000000006,METAL_LOSS,False,9.5,2981,41150.987818072535
11430,39.928,0.344,10.256,29.672,41159.974,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,3.3,1.0,9:14,EXT ML ( NEAR SW ),9,N,N,5.97,140.86,09:24,1.047,CMFL,1025,65000,E.R. WELD,24,1508.1,2094.6,1500.5,2084.0,0.68,1.123,1.0,1.2,2022,Metal Loss_41160.0,True,41159.974,41159.217,METAL_LOSS,False,9.233333333333333,2982,41156.48421959527
11430,39.928,0.344,11.847,28.077,41161.568,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,22.0,4.2,9:46,EXT ML ( NEAR SW ),9,N,N,5.97,140.973,09:24,3.142,CMFL,1025,65000,E.R. WELD,24,1433.7,1991.2,1423.2,1976.6,0.715,1.065,1.0,1.2,2022,Metal Loss_41161.6,True,41161.568,41160.811,METAL_LOSS,False,9.766666666666667,2983,41158.07949709477
11430,39.928,0.344,21.394,18.53,41171.115,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,6.6,3.2,9:18,EXT ML ( ON SW ),9,N,N,5.97,141.649,09:24,0.628,CMFL,1025,65000,E.R. WELD,24,1471.0,2043.0,1456.6,2023.1,0.697,1.096,1.0,1.2,2022,Metal Loss_41171.1,True,41171.115,41170.358,METAL_LOSS,False,9.3,2986,41167.63414846724
11430,39.928,0.344,22.182,17.743,41171.903,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,14.4,3.6,9:24,EXT ML ( ON SW ),9,N,N,5.97,141.705,09:24,0.209,CMFL,1025,65000,E.R. WELD,24,1414.3,1964.3,1407.5,1954.9,0.725,1.057,1.0,1.2,2022,Metal Loss_41171.9,True,41171.903,41171.146,METAL_LOSS,False,9.4,2987,41168.422780004
11430,39.928,0.344,31.407,8.52,41181.125,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.6,1.7,9:24,EXT ML ( ON SW ),9,N,N,5.97,142.359,09:24,0.0,CMFL,1025,65000,E.R. WELD,24,1501.7,2085.7,1492.8,2073.4,0.683,1.12,1.0,1.2,2022,Metal Loss_41181.1,True,41181.125,41180.368,METAL_LOSS,False,9.4,2989,41177.65217090763
11460,36.335,0.344,0.328,36.01,41270.289,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.4,3.0,9:58,EXT ML ( ON SW ),8,N,N,5.97,147.043,09:48,1.047,CMFL,1025,65000,E.R. WELD,24,1476.8,2051.2,1463.1,2032.1,0.694,1.1,1.0,1.2,2022,Metal Loss_41270.3,True,41270.289,41269.532,METAL_LOSS,False,9.966666666666667,2994,41266.50715563506
11460,36.335,0.344,0.958,35.381,41270.919,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,11.6,3.7,10:01,EXT ML ( ON SW ),8,N,N,5.97,147.059,09:48,0.838,CMFL,1025,65000,E.R. WELD,24,1437.0,1995.8,1440.4,2000.6,0.713,1.07,1.0,1.2,2022,Metal Loss_41270.9,True,41270.919,41270.162,METAL_LOSS,False,10.016666666666667,2995,41267.19948809688
11460,36.335,0.344,11.759,24.577,41281.722,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,8.5,1.9,9:40,EXT ML ( ON SW ),8,N,N,5.97,147.062,09:48,0.838,CMFL,1025,65000,E.R. WELD,24,1443.3,2004.6,1423.9,1977.6,0.71,1.074,1.0,1.2,2022,Metal Loss_41281.7,True,41281.722,41280.965,METAL_LOSS,False,9.666666666666666,2996,41279.07134140636
11460,36.335,0.344,15.873,20.463,41285.837,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,22.5,2.0,9:40,EXT ML ( ON SW ),8,N,N,5.97,147.045,09:48,0.838,CMFL,1025,65000,E.R. WELD,24,1367.2,1899.0,1353.0,1879.2,0.75,1.015,1.0,1.2,2022,Metal Loss_41285.8,True,41285.837,41285.08,METAL_LOSS,False,9.666666666666666,2997,41283.593481216456
11460,36.335,0.344,20.679,15.659,41290.64,Metal Loss,External,14.0,0.048,29.0,AXGR,20.0,,,,2.8,1.0,10:15,EXT ML,8,N,N,5.97,147.025,09:48,2.932,CMFL,1025,65000,E.R. WELD,24,1506.2,2091.9,1497.9,2080.4,0.681,1.122,1.0,1.2,2022,Metal Loss_41290.6,True,41290.64,41289.883,METAL_LOSS,False,10.25,2998,41288.87169203248
11460,36.335,0.344,21.129,15.207,41291.093,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.0,1.6,10:06,EXT ML,8,N,N,5.97,147.023,09:48,1.885,CMFL,1025,65000,E.R. WELD,24,1483.9,2061.0,1470.8,2042.7,0.691,1.107,1.0,1.2,2022,Metal Loss_41291.1,True,41291.093,41290.336,METAL_LOSS,False,10.1,2999,41289.369512040736
11460,36.335,0.344,29.311,7.024,41299.275,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.5,2.0,10:00,EXT ML ( NEAR SW ),8,N,N,5.97,146.989,09:48,1.047,CMFL,1025,65000,E.R. WELD,24,1433.9,1991.6,1448.9,2012.4,0.715,1.067,1.0,1.2,2022,Metal Loss_41299.3,True,41299.275,41298.518,METAL_LOSS,False,10.0,3000,41298.36104252099
11460,36.335,0.344,30.801,5.535,41300.764,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.6,2.0,9:38,EXT ML ( NEAR SW ),8,N,N,5.97,146.983,09:48,1.047,CMFL,1025,65000,E.R. WELD,24,1440.1,2000.2,1419.1,1971.0,0.712,1.072,1.0,1.2,2022,Metal Loss_41300.8,True,41300.764,41300.007000000005,METAL_LOSS,False,9.633333333333333,3001,41299.99736479978
11470,40.016,0.344,12.595,27.421,41318.894,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.5,1.5,1:42,EXT ML ( NEAR SW ),14,N,N,5.97,146.74,01:52,1.047,CMFL,1025,65000,E.R. WELD,24,1477.6,2052.2,1464.0,2033.3,0.694,1.103,1.0,1.2,2022,Metal Loss_41318.9,True,41318.894,41318.137,METAL_LOSS,False,1.7,3003,41318.666501986656
11470,40.016,0.344,15.554,24.462,41321.854,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,3.6,1.8,1:46,EXT ML ( ON SW ),14,N,N,5.97,146.679,01:52,0.628,CMFL,1025,65000,E.R. WELD,24,1464.8,2034.4,1447.8,2010.8,0.7,1.093,1.0,1.2,2022,Metal Loss_41321.9,True,41321.854,41321.097,METAL_LOSS,False,1.7666666666666666,3004,41321.62450483545
11470,40.016,0.344,16.03,23.986,41322.329,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,5.5,2.4,1:51,EXT ML ( ON SW ),14,N,N,5.97,146.669,01:52,0.0,CMFL,1025,65000,E.R. WELD,24,1452.0,2016.6,1433.5,1990.9,0.706,1.084,1.0,1.2,2022,Metal Loss_41322.3,True,41322.329,41321.572,METAL_LOSS,False,1.85,3005,41322.099184346655
11470,40.016,0.344,17.904,22.113,41324.203,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,2.0,2.1,1:49,EXT ML ( ON SW ),14,N,N,5.97,146.63,01:52,0.209,CMFL,1025,65000,E.R. WELD,24,1507.9,2094.3,1499.4,2082.4,0.68,1.124,1.0,1.2,2022,Metal Loss_41324.2,True,41324.203,41323.446,METAL_LOSS,False,1.8166666666666667,3006,41323.97191993403
11470,40.016,0.344,19.341,20.676,41325.64,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,6.1,1.6,1:41,EXT ML ( NEAR SW ),14,N,N,5.97,146.601,01:52,1.047,CMFL,1025,65000,E.R. WELD,24,1459.1,2026.6,1442.3,2003.2,0.703,1.088,1.0,1.2,2022,Metal Loss_41325.6,True,41325.64,41324.883,METAL_LOSS,False,1.6833333333333333,3007,41325.4079503711
11470,40.016,0.344,22.664,17.352,41328.963,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.0,1.9,2:01,EXT ML ( ON SW ),14,N,N,5.97,146.532,01:52,1.047,CMFL,1025,65000,E.R. WELD,24,1499.8,2083.1,1490.2,2069.8,0.684,1.117,1.0,1.2,2022,Metal Loss_41329.0,True,41328.963,41328.206000000006,METAL_LOSS,False,2.0166666666666666,3008,41328.72870829898
11470,40.016,0.344,24.094,15.922,41330.394,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.1,2.0,1:32,EXT ML,14,N,N,5.97,146.502,01:52,2.094,CMFL,1025,65000,E.R. WELD,24,1470.4,2042.3,1456.3,2022.7,0.697,1.093,1.0,1.2,2022,Metal Loss_41330.4,True,41330.394,41329.637,METAL_LOSS,False,1.5333333333333332,3009,41330.15874278432
11470,40.016,0.344,26.037,13.98,41332.336,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.0,2.4,1:53,EXT ML ( ON SW ),14,N,N,5.97,146.462,01:52,0.209,CMFL,1025,65000,E.R. WELD,24,1494.3,2075.4,1484.0,2061.1,0.686,1.113,1.0,1.2,2022,Metal Loss_41332.3,True,41332.336,41331.579000000005,METAL_LOSS,False,1.8833333333333333,3010,41332.099432491195
11470,40.016,0.344,28.205,11.811,41334.505,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,6.3,1.6,1:53,EXT ML ( ON SW ),14,N,N,5.97,146.417,01:52,0.209,CMFL,1025,65000,E.R. WELD,24,1476.6,2050.9,1463.3,2032.4,0.694,1.103,1.0,1.2,2022,Metal Loss_41334.5,True,41334.505,41333.748,METAL_LOSS,False,1.8833333333333333,3011,41334.26696903816
11470,40.016,0.344,31.804,8.212,41338.104,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,7.0,3.5,1:57,EXT ML ( ON SW ),14,N,N,5.97,146.342,01:52,0.0,CMFL,1025,65000,E.R. WELD,24,1442.6,2003.6,1430.5,1986.8,0.711,1.076,1.0,1.2,2022,Metal Loss_41338.1,True,41338.104,41337.347,METAL_LOSS,False,1.95,3012,41337.86354074519
11470,40.016,0.344,33.533,6.483,41339.833,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.8,1.5,2:05,EXT ML ( NEAR SW ),14,N,N,5.97,146.306,01:52,1.466,CMFL,1025,65000,E.R. WELD,24,1470.3,2042.1,1455.4,2021.3,0.697,1.095,1.0,1.2,2022,Metal Loss_41339.8,True,41339.833,41339.076,METAL_LOSS,False,2.0833333333333335,3013,41339.59137416598
11470,40.016,0.344,34.436,5.581,41340.735,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.5,1.9,2:04,EXT ML ( NEAR SW ),14,N,N,5.97,146.287,01:52,1.257,CMFL,1025,65000,E.R. WELD,24,1475.4,2049.1,1461.3,2029.6,0.695,1.099,1.0,1.2,2022,Metal Loss_41340.7,True,41340.735,41339.978,METAL_LOSS,False,2.066666666666667,3014,41340.492765574636
11470,40.016,0.344,37.303,2.713,41343.602,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,9.7,3.3,1:58,EXT ML ( ON SW ),14,N,N,5.97,146.228,01:52,0.628,CMFL,1025,65000,E.R. WELD,24,1453.9,2019.3,1436.7,1995.3,0.705,1.082,1.0,1.2,2022,Metal Loss_41343.6,True,41343.602,41342.845,METAL_LOSS,False,1.9666666666666668,3015,41343.35783117175
11470,40.016,0.344,38.819,1.198,41345.118,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,8.0,1.7,1:40,EXT ML ( NEAR SW ),14,N,N,5.97,146.197,01:52,1.257,CMFL,1025,65000,E.R. WELD,24,1465.5,2035.4,1450.3,2014.2,0.7,1.095,1.0,1.2,2022,Metal Loss_41345.1,True,41345.118,41344.361,METAL_LOSS,False,1.6666666666666665,3016,41344.87280830647
11540,40.236,0.344,4.659,35.577,41591.109,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.9,3.1,4:42,EXT ML,16,N,N,5.97,135.914,08:44,25.97,CMFL,1025,65000,E.R. WELD,24,1426.8,1981.6,1438.9,1998.5,0.719,1.066,1.0,1.2,2022,Metal Loss_41591.1,True,41591.109,41590.352,METAL_LOSS,False,4.7,3026,41589.92209439308
11540,40.236,0.344,5.417,34.82,41591.867,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,5.0,2.0,4:42,EXT ML,16,N,N,5.97,135.814,08:44,25.133,CMFL,1025,65000,E.R. WELD,24,1463.3,2032.4,1487.9,2066.5,0.701,1.089,1.0,1.2,2022,Metal Loss_41591.9,True,41591.867,41591.11,METAL_LOSS,False,4.7,3027,41590.67734392087
