joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
8570.0,35.4,0.344,,31287.91,760.0025,Girth Weld,,,,,,nan,,,2007,Girth Weld_31287.9,False,31287.91,31288.29
8580.0,39.95,0.344,,31323.31,760.143,Girth Weld,,,,,,nan,,,2007,Girth Weld_31323.3,False,31323.31,31323.690000000002
8590.0,39.98,0.344,,31363.26,760.4535,Girth Weld,,,,,,nan,,,2007,Girth Weld_31363.3,False,31363.26,31363.64
8600.0,39.96,0.344,,31403.24,760.8045,Girth Weld,,,,,,nan,,,2007,Girth Weld_31403.2,False,31403.24,31403.620000000003
8610.0,39.97,0.344,,31443.2,760.4857,Girth Weld,,,,,,nan,,,2007,Girth Weld_31443.2,False,31443.2,31443.58
8620.0,9.67,0.344,,31483.17,760.0575,Girth Weld,,,,,,nan,,,2007,Girth Weld_31483.2,False,31483.17,31483.55
8630.0,9.46,0.5,,31492.84,759.9664,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_31492.8,False,31492.84,31493.22
,,,,31497.61,759.9764,Bend,,,,,,nan,,6.2D - 22Â° - Left,2007,Bend_31497.6,False,31497.61,31497.99
8640.0,6.14,0.344,,31502.29,759.9959,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_31502.3,False,31502.29,31502.670000000002
8650.0,40.07,0.344,,31508.43,760.0238,Girth Weld,,,,,,nan,,,2007,Girth Weld_31508.4,False,31508.43,31508.81
,,0.344,-0.68,31509.12,760.0275,Cluster,31.0,,6.41,31.02,1.6,2:17,NO,,2007,Cluster_31509.1,True,31509.12,31509.5
,,0.344,-0.79,31509.22,760.0281,Cluster,14.0,,3.59,14.6,,10:05,NO,,2007,Cluster_31509.2,True,31509.22,31509.600000000002
,,,,31547.58,760.2166,Above Ground Marker,,,,,,nan,,AGM 6,2007,Above Ground Marker_31547.6,False,31547.58,31547.960000000003
8660.0,15.91,0.344,,31548.5,760.2197,Girth Weld,,,,,,nan,,,2007,Girth Weld_31548.5,False,31548.5,31548.88
,,0.344,-0.7,31549.2,760.2205,Cluster,28.0,,5.63,6.43,1.65,2:54,NO,,2007,Cluster_31549.2,True,31549.2,31549.58
,,0.344,-0.7,31549.2,760.2205,Cluster,12.0,,4.92,4.34,,5:24,NO,,2007,Cluster_31549.2,True,31549.2,31549.58
,,0.344,-2.56,31551.06,760.2221,Cluster,11.0,,6.3,7.92,,11:30,NO,,2007,Cluster_31551.1,True,31551.06,31551.440000000002
8670.0,9.74,0.5,,31564.41,760.1928,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_31564.4,False,31564.41,31564.79
,,,,31569.39,760.0463,Bend,,,,,,nan,,6.1D - 25Â° - Right,2007,Bend_31569.4,False,31569.39,31569.77
8680.0,10.89,0.344,,31574.15,759.8862,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_31574.2,False,31574.15,31574.530000000002
,,0.344,-0.77,31574.91,759.8604,Cluster,52.0,,4.91,8.27,1.43,6:22,NO,,2007,Cluster_31574.9,True,31574.91,31575.29
,,0.344,-0.8,31574.95,759.8592,Cluster,10.0,,3.01,5.43,,3:58,NO,,2007,Cluster_31575.0,True,31574.95,31575.33
,,0.344,-0.81,31574.96,759.8589,Metal Loss,24.0,,4.13,2.28,1.74,5:29,NO,,2007,Metal Loss_31575.0,True,31574.96,31575.34
,,0.344,-9.33,31583.48,759.5674,Metal Loss,19.0,,1.42,1.77,,6:28,NO,,2007,Metal Loss_31583.5,True,31583.48,31583.86
8690.0,21.15,0.344,,31585.04,759.5139,Girth Weld,,,,,,nan,,,2007,Girth Weld_31585.0,False,31585.04,31585.420000000002
,,0.344,-1.53,31586.57,759.4611,Metal Loss,16.0,,1.3,3.62,,5:46,NO,,2007,Metal Loss_31586.6,True,31586.57,31586.95
8700.0,39.96,0.344,,31606.19,758.77,Girth Weld,,,,,,nan,,,2007,Girth Weld_31606.2,False,31606.19,31606.57
8710.0,10.61,0.344,,31646.15,757.8239,Girth Weld,,,,,,nan,,,2007,Girth Weld_31646.2,False,31646.15,31646.530000000002
8720.0,24.87,0.344,,31656.76,757.9887,Girth Weld,,,,,,nan,,,2007,Girth Weld_31656.8,False,31656.76,31657.14
8730.0,10.56,0.344,,31681.63,758.3551,Girth Weld,,,,,,nan,,,2007,Girth Weld_31681.6,False,31681.63,31682.010000000002
8740.0,39.95,0.344,,31692.19,758.5107,Girth Weld,,,,,,nan,,,2007,Girth Weld_31692.2,False,31692.19,31692.57
8750.0,8.64,0.344,,31732.15,759.0143,Girth Weld,,,,,,nan,,,2007,Girth Weld_31732.2,False,31732.15,31732.530000000002
8760.0,40.01,0.344,,31740.78,759.0858,Girth Weld,,,,,,nan,,,2007,Girth Weld_31740.8,False,31740.78,31741.16
8770.0,38.02,0.344,,31780.8,759.2732,Girth Weld,,,,,,nan,,,2007,Girth Weld_31780.8,False,31780.8,31781.18
8780.0,14.08,0.344,,31818.81,759.3188,Girth Weld,,,,,,nan,,,2007,Girth Weld_31818.8,False,31818.81,31819.190000000002
8790.0,40.0,0.344,,31832.89,759.3206,Girth Weld,,,,,,nan,,,2007,Girth Weld_31832.9,False,31832.89,31833.27
8800.0,11.72,0.344,,31872.88,759.0155,Girth Weld,,,,,,nan,,,2007,Girth Weld_31872.9,False,31872.88,31873.260000000002
8810.0,40.01,0.344,,31884.6,758.4377,Girth Weld,,,,,,nan,,,2007,Girth Weld_31884.6,False,31884.6,31884.98
8820.0,16.79,0.344,,31924.61,756.4331,Girth Weld,,,,,,nan,,,2007,Girth Weld_31924.6,False,31924.61,31924.99
8830.0,40.04,0.344,,31941.4,755.9575,Girth Weld,,,,,,nan,,,2007,Girth Weld_31941.4,False,31941.4,31941.780000000002
,,0.344,-39.04,31980.44,754.9454,Cluster,13.0,,3.34,16.86,,4:26,NO,,2007,Cluster_31980.4,True,31980.44,31980.82
8840.0,39.94,0.344,,31981.44,754.9188,Girth Weld,,,,,,nan,,,2007,Girth Weld_31981.4,False,31981.44,31981.82
8850.0,12.19,0.344,,32021.38,753.847,Girth Weld,,,,,,nan,,,2007,Girth Weld_32021.4,False,32021.38,32021.760000000002
8860.0,39.99,0.344,,32033.57,753.2885,Girth Weld,,,,,,nan,,,2007,Girth Weld_32033.6,False,32033.57,32033.95
8870.0,6.28,0.344,,32073.56,749.8581,Girth Weld,,,,,,nan,,,2007,Girth Weld_32073.6,False,32073.56,32073.940000000002
8880.0,39.99,0.344,,32079.84,749.0478,Girth Weld,,,,,,nan,,,2007,Girth Weld_32079.8,False,32079.84,32080.22
8890.0,40.1,0.344,,32119.82,743.7245,Girth Weld,,,,,,nan,,,2007,Girth Weld_32119.8,False,32119.82,32120.2
8900.0,19.37,0.344,,32159.93,738.7704,Girth Weld,,,,,,nan,,,2007,Girth Weld_32159.9,False,32159.93,32160.31
8910.0,39.67,0.344,,32179.29,736.6895,Girth Weld,,,,,,nan,,,2007,Girth Weld_32179.3,False,32179.29,32179.670000000002
8920.0,39.93,0.344,,32218.96,733.255,Girth Weld,,,,,,nan,,,2007,Girth Weld_32219.0,False,32218.96,32219.34
8930.0,14.72,0.344,,32258.9,730.4973,Girth Weld,,,,,,nan,,,2007,Girth Weld_32258.9,False,32258.9,32259.280000000002
8940.0,31.92,0.344,,32273.61,729.1622,Girth Weld,,,,,,nan,,,2007,Girth Weld_32273.6,False,32273.61,32273.99
8950.0,11.62,0.5,,32305.53,725.357,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_32305.5,False,32305.53,32305.91
,,,,32311.21,724.6597,Bend,,,,,,nan,,6.1D - 33Â° - Sag,2007,Bend_32311.2,False,32311.21,32311.59
8960.0,33.78,0.344,,32317.15,723.9291,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_32317.2,False,32317.15,32317.530000000002
8970.0,10.56,0.5,,32350.93,719.8251,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_32350.9,False,32350.93,32351.31
,,,,32356.11,719.2095,Bend,,,,,,nan,,6.1D - 27Â° - Left,2007,Bend_32356.1,False,32356.11,32356.49
8980.0,10.45,0.344,,32361.49,718.5709,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_32361.5,False,32361.49,32361.870000000003
8990.0,39.89,0.344,,32371.94,717.278,Girth Weld,,,,,,nan,,,2007,Girth Weld_32371.9,False,32371.94,32372.32
9000.0,10.31,0.5,,32411.84,718.4058,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_32411.8,False,32411.84,32412.22
,,,,32416.75,718.7556,Bend,,,,,,nan,,6.1D - 27Â° - Sag,2007,Bend_32416.8,False,32416.75,32417.13
9010.0,22.99,0.344,,32422.15,719.1366,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_32422.2,False,32422.15,32422.530000000002
9020.0,39.96,0.344,,32445.14,720.0183,Girth Weld,,,,,,nan,,,2007,Girth Weld_32445.1,False,32445.14,32445.52
9030.0,29.35,0.344,,32485.09,721.0692,Girth Weld,,,,,,nan,,,2007,Girth Weld_32485.1,False,32485.09,32485.47
,,0.344,-28.99,32514.08,725.6285,Cluster,16.0,,4.18,2.2,,11:34,NO,,2007,Cluster_32514.1,True,32514.08,32514.460000000003
9040.0,39.73,0.344,,32514.44,725.6928,Girth Weld,,,,,,nan,,,2007,Girth Weld_32514.4,False,32514.44,32514.82
9050.0,39.92,0.344,,32554.17,732.6616,Girth Weld,,,,,,nan,,,2007,Girth Weld_32554.2,False,32554.17,32554.55
9060.0,39.99,0.344,,32594.09,739.231,Girth Weld,,,,,,nan,,,2007,Girth Weld_32594.1,False,32594.09,32594.47
,,0.344,-0.77,32594.86,739.352,Cluster,28.0,,1.45,3.58,1.84,6:40,NO,,2007,Cluster_32594.9,True,32594.86,32595.24
,,0.344,-0.82,32594.9,739.3589,Metal Loss,10.0,,0.94,1.34,,4:25,NO,,2007,Metal Loss_32594.9,True,32594.9,32595.280000000002
9070.0,7.98,0.344,,32634.07,744.9207,Girth Weld,,,,,,nan,,,2007,Girth Weld_32634.1,False,32634.07,32634.45
9080.0,8.86,0.5,,32642.05,745.991,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_32642.0,False,32642.05,32642.43
,,,,32646.53,746.5768,Bend,,,,,,nan,,5.5D - 23Â° - Over,2007,Bend_32646.5,False,32646.53,32646.91
9090.0,38.8,0.344,,32650.92,747.1236,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_32650.9,False,32650.92,32651.3
9100.0,40.04,0.344,,32689.71,751.8671,Girth Weld,,,,,,nan,,,2007,Girth Weld_32689.7,False,32689.71,32690.09
9110.0,39.96,0.344,,32729.75,755.3506,Girth Weld,,,,,,nan,,,2007,Girth Weld_32729.8,False,32729.75,32730.13
9120.0,32.07,0.344,,32769.71,754.6787,Girth Weld,,,,,,nan,,,2007,Girth Weld_32769.7,False,32769.71,32770.09
9130.0,30.45,0.344,,32801.78,753.2472,Girth Weld,,,,,,nan,,,2007,Girth Weld_32801.8,False,32801.78,32802.159999999996
9140.0,39.9,0.344,,32832.23,752.2754,Girth Weld,,,,,,nan,,,2007,Girth Weld_32832.2,False,32832.23,32832.61
9150.0,39.97,0.344,,32872.13,751.0648,Girth Weld,,,,,,nan,,,2007,Girth Weld_32872.1,False,32872.13,32872.509999999995
9160.0,39.93,0.344,,32912.1,749.9425,Girth Weld,,,,,,nan,,,2007,Girth Weld_32912.1,False,32912.1,32912.479999999996
,,0.344,-13.11,32925.21,749.6401,Cluster,31.0,,21.61,16.78,1.46,7:20,NO,,2007,Cluster_32925.2,True,32925.21,32925.59
,,0.344,-13.89,32925.99,749.6223,Cluster,21.0,,4.21,2.89,1.75,6:17,NO,,2007,Cluster_32926.0,True,32925.99,32926.369999999995
,,0.344,-15.03,32927.13,749.5958,Metal Loss,19.0,,1.46,0.75,,6:53,NO,,2007,Metal Loss_32927.1,True,32927.13,32927.509999999995
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,7:17,NO,,2007,Cluster_32928.3,True,32928.3,32928.68
9170.0,40.04,0.344,,32952.03,749.0423,Girth Weld,,,,,,nan,,,2007,Girth Weld_32952.0,False,32952.03,32952.409999999996
,,0.344,-0.74,32952.77,749.0267,Cluster,10.0,,2.57,2.49,,7:12,NO,,2007,Cluster_32952.8,True,32952.77,32953.149999999994
9180.0,40.02,0.344,,32992.07,748.4491,Girth Weld,,,,,,nan,,,2007,Girth Weld_32992.1,False,32992.07,32992.45
,,0.344,-39.04,33031.11,747.9919,Cluster,10.0,,2.95,5.63,,7:25,NO,,2007,Cluster_33031.1,True,33031.11,33031.49
,,0.344,-39.07,33031.14,747.9916,Cluster,15.0,,1.87,10.12,,4:42,NO,,2007,Cluster_33031.1,True,33031.14,33031.52
9190.0,40.03,0.344,,33032.09,747.9796,Girth Weld,,,,,,nan,,,2007,Girth Weld_33032.1,False,33032.09,33032.469999999994
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,3:34,NO,,2007,Cluster_33032.9,True,33032.88,33033.259999999995
9200.0,40.0,0.344,,33072.12,747.5064,Girth Weld,,,,,,nan,,,2007,Girth Weld_33072.1,False,33072.12,33072.5
9210.0,40.0,0.344,,33112.12,747.1487,Girth Weld,,,,,,nan,,,2007,Girth Weld_33112.1,False,33112.12,33112.5
,,0.344,-0.79,33112.92,747.1422,Cluster,12.0,,2.48,4.75,,4:02,NO,,2007,Cluster_33112.9,True,33112.92,33113.299999999996
9220.0,40.02,0.344,,33152.12,746.9137,Girth Weld,,,,,,nan,,,2007,Girth Weld_33152.1,False,33152.12,33152.5
,,0.344,-38.72,33190.85,746.5087,Metal Loss,11.0,,3.66,7.36,,7:24,NO,,2007,Metal Loss_33190.8,True,33190.85,33191.229999999996
9230.0,40.02,0.344,,33192.15,746.4878,Girth Weld,,,,,,nan,,,2007,Girth Weld_33192.2,False,33192.15,33192.53
9240.0,40.01,0.344,,33232.17,745.803,Girth Weld,,,,,,nan,,,2007,Girth Weld_33232.2,False,33232.17,33232.549999999996
9250.0,40.01,0.344,,33272.18,745.1524,Girth Weld,,,,,,nan,,,2007,Girth Weld_33272.2,False,33272.18,33272.56
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47,NO,,2007,Cluster_33304.5,True,33304.46,33304.84
,,0.344,-32.8,33304.98,744.7765,Cluster,11.0,,3.67,5.55,,11:35,NO,,2007,Cluster_33305.0,True,33304.98,33305.36
9260.0,39.39,0.344,,33312.19,744.7073,Girth Weld,,,,,,nan,,,2007,Girth Weld_33312.2,False,33312.19,33312.57
9270.0,40.0,0.344,,33351.58,744.384,Girth Weld,,,,,,nan,,,2007,Girth Weld_33351.6,False,33351.58,33351.96
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,6:10,NO,,2007,Cluster_33374.9,True,33374.95,33375.329999999994
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,5:32,NO,,2007,Cluster_33381.4,True,33381.36,33381.74
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,5:24,NO,,2007,Cluster_33381.8,True,33381.84,33382.219999999994
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,5:52,NO,,2007,Cluster_33383.2,True,33383.18,33383.56
,,0.344,-38.71,33390.29,744.034,Cluster,20.0,,6.35,4.38,1.71,5:33,NO,,2007,Cluster_33390.3,True,33390.29,33390.67
9280.0,40.06,0.344,,33391.58,744.0176,Girth Weld,,,,,,nan,,,2007,Girth Weld_33391.6,False,33391.58,33391.96
,,0.344,-14.08,33405.66,743.7271,Metal Loss,15.0,,2.05,1.5,,4:30,NO,,2007,Metal Loss_33405.7,True,33405.66,33406.04
,,0.344,-14.38,33405.96,743.7201,Metal Loss,10.0,,1.69,1.58,,4:20,NO,,2007,Metal Loss_33406.0,True,33405.96,33406.34
,,0.344,-39.13,33430.71,743.1343,Cluster,21.0,,2.27,10.7,1.83,7:48,NO,,2007,Cluster_33430.7,True,33430.71,33431.09
9290.0,40.01,0.344,,33431.63,743.113,Girth Weld,,,,,,nan,,,2007,Girth Weld_33431.6,False,33431.63,33432.009999999995
9300.0,40.0,0.344,,33471.65,742.3539,Girth Weld,,,,,,nan,,,2007,Girth Weld_33471.7,False,33471.65,33472.03
,,0.344,-8.19,33479.84,742.2173,Metal Loss,13.0,,0.75,0.63,,11:34,NO,,2007,Metal Loss_33479.8,True,33479.84,33480.219999999994
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28,NO,,2007,Cluster_33480.2,True,33480.23,33480.61
,,0.344,-8.7,33480.35,742.2086,Cluster,13.0,,3.37,2.1,,11:17,NO,,2007,Cluster_33480.3,True,33480.35,33480.729999999996
,,0.344,-9.4,33481.04,742.1967,Metal Loss,15.0,,0.79,0.71,,10:56,NO,,2007,Metal Loss_33481.0,True,33481.04,33481.42
9310.0,39.97,0.344,,33511.65,742.0713,Girth Weld,,,,,,nan,,,2007,Girth Weld_33511.7,False,33511.65,33512.03
,,0.344,-0.65,33512.3,742.0768,Cluster,33.0,,4.28,21.68,1.66,5:03,NO,,2007,Cluster_33512.3,True,33512.3,33512.68
9320.0,39.92,0.344,,33551.63,742.5337,Girth Weld,,,,,,nan,,,2007,Girth Weld_33551.6,False,33551.63,33552.009999999995
9330.0,39.92,0.344,,33591.55,742.8563,Girth Weld,,,,,,nan,,,2007,Girth Weld_33591.6,False,33591.55,33591.93
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,4:46,NO,,2007,Cluster_33592.3,True,33592.28,33592.659999999996
9340.0,39.91,0.344,,33631.47,742.7312,Girth Weld,,,,,,nan,,,2007,Girth Weld_33631.5,False,33631.47,33631.85
,,0.344,-7.35,33638.82,742.6487,Metal Loss,10.0,,2.99,0.67,,2:35,NO,,2007,Metal Loss_33638.8,True,33638.82,33639.2
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,6:53,NO,,2007,Cluster_33670.4,True,33670.4,33670.78
9350.0,39.99,0.344,,33671.38,742.2349,Girth Weld,,,,,,nan,,,2007,Girth Weld_33671.4,False,33671.38,33671.759999999995
9360.0,40.18,0.344,,33711.37,741.5692,Girth Weld,,,,,,nan,,,2007,Girth Weld_33711.4,False,33711.37,33711.75
,,0.344,-39.28,33750.65,740.3107,Cluster,34.0,,0.94,5.43,1.86,7:58,YES,,2007,Cluster_33750.7,True,33750.65,33751.03
9370.0,24.73,0.344,,33751.55,740.2717,Girth Weld,,,,,,nan,,,2007,Girth Weld_33751.6,False,33751.55,33751.93
,,0.344,-1.96,33753.51,740.186,Metal Loss,13.0,,1.06,1.1,,12:25,NO,,2007,Metal Loss_33753.5,True,33753.51,33753.89
9380.0,40.05,0.344,,33776.28,739.1762,Girth Weld,,,,,,nan,,,2007,Girth Weld_33776.3,False,33776.28,33776.659999999996
9390.0,39.99,0.344,,33816.33,737.7478,Girth Weld,,,,,,nan,,,2007,Girth Weld_33816.3,False,33816.33,33816.71
,,0.344,-0.78,33817.11,737.7441,Metal Loss,36.0,,0.91,8.35,1.86,12:26,NO,,2007,Metal Loss_33817.1,True,33817.11,33817.49
,,0.344,-36.73,33853.06,738.0195,Metal Loss,10.0,,1.1,1.18,,11:57,NO,,2007,Metal Loss_33853.1,True,33853.06,33853.439999999995
,,0.344,-37.04,33853.37,738.0185,Metal Loss,12.0,,0.71,0.71,,12:04,NO,,2007,Metal Loss_33853.4,True,33853.37,33853.75
9400.0,39.98,0.344,,33856.32,738.0082,Girth Weld,,,,,,nan,,,2007,Girth Weld_33856.3,False,33856.32,33856.7
,,0.344,-39.1,33895.42,737.4701,Metal Loss,16.0,,0.71,1.53,,11:00,NO,,2007,Metal Loss_33895.4,True,33895.42,33895.799999999996
9410.0,40.01,0.344,,33896.3,737.4563,Girth Weld,,,,,,nan,,,2007,Girth Weld_33896.3,False,33896.3,33896.68
9420.0,40.04,0.344,,33936.31,736.9518,Girth Weld,,,,,,nan,,,2007,Girth Weld_33936.3,False,33936.31,33936.689999999995
,,0.344,-12.79,33949.1,736.746,Metal Loss,13.0,,2.84,2.36,,4:01,NO,,2007,Metal Loss_33949.1,True,33949.1,33949.479999999996
,,0.344,-38.98,33975.28,736.1627,Metal Loss,18.0,,3.7,0.87,,9:10,NO,,2007,Metal Loss_33975.3,True,33975.28,33975.659999999996
,,0.344,-39.02,33975.32,736.1619,Cluster,10.0,,2.64,8.5,,7:27,NO,,2007,Cluster_33975.3,True,33975.32,33975.7
,,0.344,-39.08,33975.39,736.1604,Cluster,16.0,,2.63,7.23,,9:43,NO,,2007,Cluster_33975.4,True,33975.39,33975.77
9430.0,40.04,0.344,,33976.35,736.1386,Girth Weld,,,,,,nan,,,2007,Girth Weld_33976.3,False,33976.35,33976.729999999996
9440.0,40.06,0.344,,34016.39,735.2001,Girth Weld,,,,,,nan,,,2007,Girth Weld_34016.4,False,34016.39,34016.77
,,0.344,-8.15,34024.54,735.0509,Cluster,18.0,,4.12,3.94,,6:25,YES,,2007,Cluster_34024.5,True,34024.54,34024.92
,,0.344,-8.66,34025.04,735.0451,Cluster,25.0,,2.81,3.37,1.79,6:19,YES,,2007,Cluster_34025.0,True,34025.04,34025.42
,,0.344,-39.18,34055.57,734.6328,Metal Loss,21.0,,1.38,4.41,1.86,10:28,NO,,2007,Metal Loss_34055.6,True,34055.57,34055.95
9450.0,39.96,0.344,,34056.45,734.6189,Girth Weld,,,,,,nan,,,2007,Girth Weld_34056.4,False,34056.45,34056.829999999994
,,0.344,-0.77,34057.22,734.6066,Metal Loss,11.0,,0.71,0.67,,10:43,NO,,2007,Metal Loss_34057.2,True,34057.22,34057.6
9460.0,39.99,0.344,,34096.41,733.9837,Girth Weld,,,,,,nan,,,2007,Girth Weld_34096.4,False,34096.41,34096.79
9470.0,39.99,0.344,,34136.4,733.6135,Girth Weld,,,,,,nan,,,2007,Girth Weld_34136.4,False,34136.4,34136.78
,,0.344,-0.71,34137.11,733.6085,Cluster,22.0,,2.92,11.5,1.8,6:35,NO,,2007,Cluster_34137.1,True,34137.11,34137.49
,,0.344,-0.72,34137.13,733.6084,Cluster,19.0,,2.6,14.89,,3:40,NO,,2007,Cluster_34137.1,True,34137.13,34137.509999999995
,,0.344,-0.75,34137.15,733.6083,Metal Loss,14.0,,2.72,3.5,,2:39,NO,,2007,Metal Loss_34137.2,True,34137.15,34137.53
9480.0,40.02,0.344,,34176.39,733.2408,Girth Weld,,,,,,nan,,,2007,Girth Weld_34176.4,False,34176.39,34176.77
9490.0,40.04,0.344,,34216.41,732.9966,Girth Weld,,,,,,nan,,,2007,Girth Weld_34216.4,False,34216.41,34216.79
9500.0,39.98,0.344,,34256.46,732.9048,Girth Weld,,,,,,nan,,,2007,Girth Weld_34256.5,False,34256.46,34256.84
9510.0,32.25,0.344,,34296.44,732.7178,Girth Weld,,,,,,nan,,,2007,Girth Weld_34296.4,False,34296.44,34296.82
9520.0,39.97,0.344,,34328.69,732.6016,Girth Weld,,,,,,nan,,,2007,Girth Weld_34328.7,False,34328.69,34329.07
9530.0,40.05,0.344,,34368.66,732.4637,Girth Weld,,,,,,nan,,,2007,Girth Weld_34368.7,False,34368.66,34369.04
9540.0,40.02,0.344,,34408.71,732.3813,Girth Weld,,,,,,nan,,,2007,Girth Weld_34408.7,False,34408.71,34409.09
9550.0,29.86,0.344,,34448.73,732.0064,Girth Weld,,,,,,nan,,,2007,Girth Weld_34448.7,False,34448.73,34449.11
9560.0,40.03,0.344,,34478.59,731.604,Girth Weld,,,,,,nan,,,2007,Girth Weld_34478.6,False,34478.59,34478.969999999994
9570.0,40.0,0.344,,34518.63,731.0682,Girth Weld,,,,,,nan,,,2007,Girth Weld_34518.6,False,34518.63,34519.009999999995
9580.0,39.67,0.344,,34558.63,730.0964,Girth Weld,,,,,,nan,,,2007,Girth Weld_34558.6,False,34558.63,34559.009999999995
9590.0,40.0,0.344,,34598.3,728.9865,Girth Weld,,,,,,nan,,,2007,Girth Weld_34598.3,False,34598.3,34598.68
9600.0,40.11,0.344,,34638.3,727.7996,Girth Weld,,,,,,nan,,,2007,Girth Weld_34638.3,False,34638.3,34638.68
9610.0,40.08,0.344,,34678.41,726.2975,Girth Weld,,,,,,nan,,,2007,Girth Weld_34678.4,False,34678.41,34678.79
9620.0,39.99,0.344,,34718.49,725.7654,Girth Weld,,,,,,nan,,,2007,Girth Weld_34718.5,False,34718.49,34718.869999999995
9630.0,40.02,0.344,,34758.48,725.8369,Girth Weld,,,,,,nan,,,2007,Girth Weld_34758.5,False,34758.48,34758.86
9640.0,39.99,0.344,,34798.51,725.0863,Girth Weld,,,,,,nan,,,2007,Girth Weld_34798.5,False,34798.51,34798.89
9650.0,40.05,0.344,,34838.5,723.6533,Girth Weld,,,,,,nan,,,2007,Girth Weld_34838.5,False,34838.5,34838.88
,,0.344,-21.29,34859.79,722.8022,Metal Loss-Manufacturing Anomaly,15.0,,0.59,0.87,,6:58,,,2007,Metal Loss-Manufacturing Anomaly_34859.8,True,34859.79,34860.17
,,0.344,-22.81,34861.31,722.7324,Metal Loss-Manufacturing Anomaly,17.0,,0.71,0.71,,10:50,,,2007,Metal Loss-Manufacturing Anomaly_34861.3,True,34861.31,34861.689999999995
9660.0,39.93,0.344,,34878.54,721.9392,Girth Weld,,,,,,nan,,,2007,Girth Weld_34878.5,False,34878.54,34878.92
9670.0,39.9,0.344,,34918.47,720.0809,Girth Weld,,,,,,nan,,,2007,Girth Weld_34918.5,False,34918.47,34918.85
,,0.344,-0.8,34919.27,720.0421,Cluster,10.0,,0.61,3.27,,11:18,NO,,2007,Cluster_34919.3,True,34919.27,34919.649999999994
9680.0,39.91,0.344,,34958.37,717.7238,Girth Weld,,,,,,nan,,,2007,Girth Weld_34958.4,False,34958.37,34958.75
9690.0,27.34,0.344,,34998.28,715.1638,Girth Weld,,,,,,nan,,,2007,Girth Weld_34998.3,False,34998.28,34998.659999999996
9700.0,40.02,0.344,,35025.61,714.0702,Girth Weld,,,,,,nan,,,2007,Girth Weld_35025.6,False,35025.61,35025.99
9710.0,40.03,0.344,,35065.64,713.85,Girth Weld,,,,,,nan,,,2007,Girth Weld_35065.6,False,35065.64,35066.02
9720.0,39.97,0.344,,35105.67,715.7535,Girth Weld,,,,,,nan,,,2007,Girth Weld_35105.7,False,35105.67,35106.049999999996
9730.0,39.97,0.344,,35145.64,717.7015,Girth Weld,,,,,,nan,,,2007,Girth Weld_35145.6,False,35145.64,35146.02
9740.0,40.08,0.344,,35185.61,718.725,Girth Weld,,,,,,nan,,,2007,Girth Weld_35185.6,False,35185.61,35185.99
9750.0,39.85,0.344,,35225.69,719.4094,Girth Weld,,,,,,nan,,,2007,Girth Weld_35225.7,False,35225.69,35226.07
9760.0,40.05,0.344,,35265.54,720.1696,Girth Weld,,,,,,nan,,,2007,Girth Weld_35265.5,False,35265.54,35265.92
9770.0,40.01,0.344,,35305.6,720.8291,Girth Weld,,,,,,nan,,,2007,Girth Weld_35305.6,False,35305.6,35305.979999999996
9780.0,40.0,0.344,,35345.61,721.0957,Girth Weld,,,,,,nan,,,2007,Girth Weld_35345.6,False,35345.61,35345.99
9790.0,3.98,0.344,,35385.61,721.1012,Girth Weld,,,,,,nan,,,2007,Girth Weld_35385.6,False,35385.61,35385.99
9800.0,39.99,0.5,,35389.6,721.083,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_35389.6,False,35389.6,35389.979999999996
