Joint num,Joint len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment
13010,16.23,0.344,,46747.28,684.2921,Girth Weld,,,,,,,,
13020,39.98,0.344,,46763.51,683.164,Girth Weld,,,,,,,,
,,0.344,-0.61,46764.12,683.1255,Cluster,12,,3.56,3.48,,4:13,NO,
,,0.344,-0.75,46764.26,683.1164,Cluster,28,,5.63,13.45,1.65,5:15,NO,
13030,40.11,0.344,,46803.49,681.9469,Girth Weld,,,,,,,,
13040,40.08,0.344,,46843.6,686.0333,Girth Weld,,,,,,,,
,,0.344,-26.23,46869.83,688.1264,metal loss-manufacturing anomaly,12,,3.42,4.53,,11:25,N/A,
13050,39.88,0.344,,46883.68,689.0854,Girth Weld,,,,,,,,
13060,40,0.344,,46923.56,691.1117,Girth Weld,,,,,,,,
13070,39.34,0.344,,46963.56,691.8419,Girth Weld,,,,,,,,
13080,40,0.344,,47002.9,692.4095,Girth Weld,,,,,,,,
13090,39.99,0.344,,47042.9,692.4166,Girth Weld,,,,,,,,
13100,40.01,0.344,,47082.89,692.1128,Girth Weld,,,,,,,,
13110,33.94,0.344,,47122.9,691.4038,Girth Weld,,,,,,,,
13120,3.15,0.344,,47156.85,689.7688,Girth Weld,,,,,,,,
13130,8.39,0.5,,47160,689.5131,Girth Weld,,,,,,,,"0.500"""
,,,,47164.09,689.1498,Bend,,,,,,,,6.8D - 16° - Sag
13140,40.11,0.344,,47168.39,688.7357,Girth Weld,,,,,,,,"0.344"""
13150,28.21,0.344,,47208.5,684.7874,Girth Weld,,,,,,,,
13160,7.14,0.344,,47236.71,681.7666,Girth Weld,,,,,,,,
13170,11.71,0.344,,47243.85,681.2745,Girth Weld,,,,,,,,
13180,9.91,0.344,,47255.56,680.5365,Girth Weld,,,,,,,,
13190,21.04,0.344,,47265.47,680.8728,Girth Weld,,,,,,,,
,,0.344,-0.75,47266.22,680.9187,Cluster,11,,3.04,7.08,,3:19,NO,
,,0.344,-0.77,47266.24,680.9203,metal loss,12,,0.94,1.97,,1:47,NO,
13200,40.06,0.344,,47286.51,682.4632,Girth Weld,,,,,,,,
,,0.344,-11.8,47298.31,683.6045,Cluster,11,,4.48,1.49,,12:16,NO,
,,0.344,-12.71,47299.22,683.6899,metal loss,14,,0.71,0.87,,12:15,NO,
,,0.344,-38.92,47325.43,686.1354,Cluster,21,,5.09,23.79,1.73,3:43,NO,
,,0.344,-38.99,47325.5,686.1422,Cluster,10,,3.55,7.37,,8:37,NO,
13210,40.08,0.344,,47326.57,686.2447,Girth Weld,,,,,,,,
,,0.344,-0.79,47327.36,686.32,Cluster,20,,1.61,9.17,1.85,1:15,NO,
13220,39.89,0.344,,47366.65,690.0776,Girth Weld,,,,,,,,
,,0.344,-6.96,47373.61,690.6943,metal loss-manufacturing anomaly,11,,0.43,0.71,,4:39,N/A,
,,0.344,-7.11,47373.76,690.7073,metal loss-manufacturing anomaly,14,,0.63,0.71,,4:34,N/A,
13230,39.97,0.344,,47406.54,693.2754,Girth Weld,,,,,,,,
13240,40,0.344,,47446.51,694.842,Girth Weld,,,,,,,,
13250,22.83,0.344,,47486.51,694.9198,Girth Weld,,,,,,,,
13260,39.99,0.344,,47509.34,694.7847,Girth Weld,,,,,,,,
,,0.344,-38.8,47548.14,694.5206,Cluster,33,,4.97,18.45,1.63,4:45,NO,
,,0.344,-39.08,47548.42,694.5181,metal loss,15,,0.91,1.42,,4:05,NO,
13270,39.94,0.344,,47549.33,694.5094,Girth Weld,,,,,,,,
13280,39.32,0.344,,47589.26,694.159,Girth Weld,,,,,,,,
13290,22.1,0.344,,47628.58,693.894,Girth Weld,,,,,,,,
13300,36.01,0.344,,47650.68,693.6067,Girth Weld,,,,,,,,
13310,8.11,0.5,,47686.69,693.043,Girth Weld,,,,,,,,"0.500"""
,,,,47690.82,692.973,Bend,,,,,,,,6.0D - 18° - Sag
13320,10,0.344,,47694.8,692.9055,Girth Weld,,,,,,,,"0.344"""
13330,40.06,0.344,,47704.8,692.7326,Girth Weld,,,,,,,,
,,0.344,-0.84,47705.64,692.7179,metal loss,10,,1.18,0.94,,5:35,NO,
13340,39.96,0.344,,47744.86,691.8446,Girth Weld,,,,,,,,
13350,39.95,0.344,,47784.82,690.0371,Girth Weld,,,,,,,,
,,,,47797.69,690.9036,Above Ground Marker,,,,,,,,AGM 9
13360,39.98,0.344,,47824.77,692.6482,Girth Weld,,,,,,,,
13370,39.99,0.344,,47864.75,694.0339,Girth Weld,,,,,,,,
13380,39.98,0.344,,47904.74,694.4448,Girth Weld,,,,,,,,
13390,40.03,0.344,,47944.71,694.8851,Girth Weld,,,,,,,,
13400,40.06,0.344,,47984.74,695.1269,Girth Weld,,,,,,,,
13410,10.95,0.344,,48024.8,695.0752,Girth Weld,,,,,,,,
13420,15.92,0.344,,48035.75,695.0495,Girth Weld,,,,,,,,
13430,39.98,0.344,,48051.67,695.0058,Girth Weld,,,,,,,,
13440,13.02,0.344,,48091.65,694.8514,Girth Weld,,,,,,,,
13450,40.08,0.344,,48104.66,694.7578,Girth Weld,,,,,,,,
13460,40.04,0.344,,48144.75,694.306,Girth Weld,,,,,,,,
13470,40.09,0.344,,48184.79,693.7447,Girth Weld,,,,,,,,
13480,40.03,0.344,,48224.88,692.7518,Girth Weld,,,,,,,,
13490,39.96,0.344,,48264.9,690.8214,Girth Weld,,,,,,,,
13500,40.03,0.344,,48304.86,687.1425,Girth Weld,,,,,,,,
13510,39.95,0.344,,48344.9,682.7493,Girth Weld,,,,,,,,
13520,39.94,0.344,,48384.85,678.8764,Girth Weld,,,,,,,,
13530,39.95,0.344,,48424.79,675.2872,Girth Weld,,,,,,,,
13540,39.95,0.344,,48464.74,672.5162,Girth Weld,,,,,,,,
13550,8.18,0.344,,48504.69,671.4204,Girth Weld,,,,,,,,
13560,11.6,0.5,,48512.87,671.357,Girth Weld,,,,,,,,"0.500"""
,,,,48518.68,671.325,Bend,,,,,,,,6.4D - 30° - Over
13570,7.32,0.344,,48524.47,671.2964,Girth Weld,,,,,,,,"0.344"""
13580,11.16,0.5,,48531.79,671.272,Girth Weld,,,,,,,,"0.500"""
,,,,48537.35,671.2558,Bend,,,,,,,,5.4D - 39° - Sag
13590,26.93,0.344,,48542.94,671.2408,Girth Weld,,,,,,,,"0.344"""
13600,11.22,0.5,,48569.87,671.1134,Girth Weld,,,,,,,,"0.500"""
,,,,48575.34,671.0826,Bend,,,,,,,,6.2D - 28° - Sag
13610,9.31,0.344,,48581.09,671.0544,Girth Weld,,,,,,,,"0.344"""
13620,9.59,0.5,,48590.4,671.0278,Girth Weld,,,,,,,,"0.500"""
,,,,48595.23,671.0359,Bend,,,,,,,,5.5D - 31° - Over
13630,14.62,0.344,,48599.99,671.0535,Girth Weld,,,,,,,,"0.344"""
13640,40,0.344,,48614.61,670.912,Girth Weld,,,,,,,,
13650,39.91,0.344,,48654.61,667.5953,Girth Weld,,,,,,,,
,,0.344,-25.8,48680.41,669.5126,metal loss-manufacturing anomaly,22,,4.02,0.59,,3:46,N/A,
13660,39.95,0.344,,48694.52,672.013,Girth Weld,,,,,,,,
13670,39.74,0.344,,48734.47,674.6374,Girth Weld,,,,,,,,
13680,19.94,0.344,,48774.21,679.3526,Girth Weld,,,,,,,,
13690,10.18,0.5,,48794.14,682.2839,Girth Weld,,,,,,,,"0.500"""
,,,,48799.17,683.0261,Bend,,,,,,,,6.1D - 25° - Over
13700,28.99,0.344,,48804.32,683.7882,Girth Weld,,,,,,,,"0.344"""
,,0.344,-0.51,48804.83,683.8631,Cluster,36,,6.95,8.27,1.53,5:14,NO,
13710,39.8,0.344,,48833.32,688.156,Girth Weld,,,,,,,,
13720,40,0.344,,48873.12,695.0594,Girth Weld,,,,,,,,
13730,39.97,0.344,,48913.12,699.4417,Girth Weld,,,,,,,,
13740,39.83,0.344,,48953.1,700.2637,Girth Weld,,,,,,,,
13750,39.89,0.344,,48992.93,700.9696,Girth Weld,,,,,,,,
13760,39.82,0.344,,49032.82,701.2614,Girth Weld,,,,,,,,
13770,40,0.344,,49072.64,701.19,Girth Weld,,,,,,,,
13780,17.57,0.344,,49112.64,701.1608,Girth Weld,,,,,,,,
13790,39.99,0.344,,49130.2,701.1813,Girth Weld,,,,,,,,
13800,39.99,0.344,,49170.19,701.3826,Girth Weld,,,,,,,,
13810,39.99,0.344,,49210.18,701.6884,Girth Weld,,,,,,,,
13820,39.99,0.344,,49250.17,701.9085,Girth Weld,,,,,,,,
13830,39.73,0.344,,49290.15,702.1251,Girth Weld,,,,,,,,
13840,40.02,0.344,,49329.88,702.0328,Girth Weld,,,,,,,,
13850,39.98,0.344,,49369.9,701.604,Girth Weld,,,,,,,,
13860,39.69,0.344,,49409.88,701.0546,Girth Weld,,,,,,,,
13870,39.94,0.344,,49449.57,700.4645,Girth Weld,,,,,,,,
13880,39.94,0.344,,49489.51,699.911,Girth Weld,,,,,,,,
13890,38.81,0.344,,49529.46,699.3055,Girth Weld,,,,,,,,
13900,39.98,0.344,,49568.26,698.7208,Girth Weld,,,,,,,,
13910,39.97,0.344,,49608.24,698.3822,Girth Weld,,,,,,,,
13920,39.97,0.344,,49648.21,698.3705,Girth Weld,,,,,,,,
13930,39.96,0.344,,49688.18,698.656,Girth Weld,,,,,,,,
13940,39.92,0.344,,49728.14,698.9004,Girth Weld,,,,,,,,
13950,40.07,0.344,,49768.06,699.2712,Girth Weld,,,,,,,,
,,0.344,-0.57,49768.63,699.2772,Cluster,26,,5.08,10.77,1.69,3:55,NO,
13960,40,0.344,,49808.13,699.5896,Girth Weld,,,,,,,,
13970,40.02,0.344,,49848.12,699.5023,Girth Weld,,,,,,,,
13980,39.96,0.344,,49888.14,699.3507,Girth Weld,,,,,,,,
13990,39.97,0.344,,49928.1,698.4258,Girth Weld,,,,,,,,
14000,40.02,0.344,,49968.07,697.0881,Girth Weld,,,,,,,,
14010,39.99,0.344,,50008.09,695.3183,Girth Weld,,,,,,,,
14020,40,0.344,,50048.08,693.5312,Girth Weld,,,,,,,,
14030,39.99,0.344,,50088.07,692.0064,Girth Weld,,,,,,,,
14040,39.93,0.344,,50128.07,690.5383,Girth Weld,,,,,,,,
14050,10.22,0.5,,50168,688.8038,Girth Weld,,,,,,,,"0.500"""
,,,,50173.33,688.489,Bend,,,,,,,,6.2D - 26° - Sag
14060,40.06,0.344,,50178.22,688.1972,Girth Weld,,,,,,,,"0.344"""
,,0.344,-14.11,50192.33,687.4183,Cluster,20,,4.67,1.53,1.75,8:37,NO,
,,0.344,-15.8,50194.02,687.3295,metal loss,12,,0.98,1.06,,8:48,NO,
,,0.344,-18.35,50196.57,687.1957,metal loss,10,,0.87,0.91,,9:07,NO,
,,0.344,-20.95,50199.17,687.0591,Cluster,33,,10.43,5.57,1.5,4:15,YES,
,,0.344,-21.94,50200.15,687.0075,Cluster,17,,4.44,0.98,,4:37,YES,
,,0.344,-22.43,50200.65,686.982,metal loss,19,,3.15,1.73,,4:29,YES,
,,0.344,-22.82,50201.03,686.9637,metal loss,16,,0.63,0.71,,4:38,YES,
14070,16.85,0.344,,50218.28,686.2226,Girth Weld,,,,,,,,
14080,39.94,0.344,,50235.13,685.0993,Girth Weld,,,,,,,,
14090,39.99,0.344,,50275.07,681.6718,Girth Weld,,,,,,,,
14100,39.97,0.344,,50315.06,683.8547,Girth Weld,,,,,,,,
14110,39.96,0.344,,50355.03,684.9084,Girth Weld,,,,,,,,
14120,36.2,0.344,,50394.98,685.4024,Girth Weld,,,,,,,,
14130,39.95,0.344,,50431.18,685.3991,Girth Weld,,,,,,,,
14140,39.99,0.344,,50471.13,685.115,Girth Weld,,,,,,,,
14150,39.78,0.344,,50511.12,684.7667,Girth Weld,,,,,,,,
14160,39.98,0.344,,50550.9,684.3339,Girth Weld,,,,,,,,
14170,39.91,0.344,,50590.87,683.7875,Girth Weld,,,,,,,,
14180,39.92,0.344,,50630.78,683.2049,Girth Weld,,,,,,,,
14190,39.96,0.344,,50670.7,682.6575,Girth Weld,,,,,,,,
,,0.344,-10.34,50681.04,682.5446,metal loss-manufacturing anomaly,15,,1.97,0.59,,10:07,N/A,
14200,39.99,0.344,,50710.66,682.2742,Girth Weld,,,,,,,,
,,0.344,-28.03,50738.69,681.9054,metal loss,16,,0.59,0.71,,6:38,YES,
14210,39.99,0.344,,50750.64,681.7075,Girth Weld,,,,,,,,
14220,39.96,0.344,,50790.63,681.1106,Girth Weld,,,,,,,,
14230,39.98,0.344,,50830.6,680.382,Girth Weld,,,,,,,,
14240,39.4,0.344,,50870.58,679.3184,Girth Weld,,,,,,,,
14250,39.91,0.344,,50909.98,678.2375,Girth Weld,,,,,,,,
14260,39.98,0.344,,50949.88,677.2478,Girth Weld,,,,,,,,
14270,39.94,0.344,,50989.86,675.9984,Girth Weld,,,,,,,,
14280,39.93,0.344,,51029.8,674.169,Girth Weld,,,,,,,,
14290,39.84,0.344,,51069.73,672.0218,Girth Weld,,,,,,,,
14300,38.94,0.344,,51109.57,671.25,Girth Weld,,,,,,,,
,,0.344,-11.02,51120.59,670.9346,metal loss-manufacturing anomaly,14,,0.47,0.71,,10:34,N/A,
14310,40.28,0.344,,51148.51,670.0549,Girth Weld,,,,,,,,
,,0.344,-39.51,51188.03,668.1886,Cluster,10,,2.48,5.22,,7:28,NO,
14320,7.56,0.5,,51188.79,668.1494,Girth Weld,,,,,,,,"0.500"""
,,,,51192.47,667.9623,Bend,,,,,,,,5.6D - 17° - Over
14330,13.36,0.344,,51196.36,667.7648,Girth Weld,,,,,,,,"0.344"""
14340,12.67,0.5,,51209.71,667.0852,Girth Weld,,,,,,,,"0.500"""
,,,,51216.51,666.7344,Bend,,,,,,,,5.7D - 42° - Sag
14350,10.46,0.344,,51222.38,666.4216,Girth Weld,,,,,,,,"0.344"""
14360,7.58,0.5,,51232.84,665.8496,Girth Weld,,,,,,,,"0.500"""
,,,,51236.72,665.6334,Bend,,,,,,,,5.4D - 20° - Over
14370,40.26,0.344,,51240.43,665.424,Girth Weld,,,,,,,,"0.344"""
14380,39.31,0.344,,51280.69,663.3019,Girth Weld,,,,,,,,
14390,10.84,0.344,,51319.99,659.8516,Girth Weld,,,,,,,,
14400,31.65,0.344,,51330.83,660.2038,Girth Weld,,,,,,,,
14410,29.36,0.344,,51362.48,662.2911,Girth Weld,,,,,,,,
14420,10.49,0.344,,51391.84,663.3579,Girth Weld,,,,,,,,
14430,39.83,0.344,,51402.33,663.7855,Girth Weld,,,,,,,,
14440,39.92,0.344,,51442.16,665.4374,Girth Weld,,,,,,,,
14450,39.99,0.344,,51482.08,666.9941,Girth Weld,,,,,,,,
14460,11.97,0.5,,51522.07,667.6325,Girth Weld,,,,,,,,"0.500"""
,,,,51528.13,667.7262,Bend,,,,,,,,5.7D - 37° - Sag
14470,40.05,0.344,,51534.04,667.785,Girth Weld,,,,,,,,"0.344"""
14480,18.42,0.344,,51574.08,667.226,Girth Weld,,,,,,,,
14490,12.99,0.344,,51592.51,665.9563,Girth Weld,,,,,,,,
14500,26.38,0.344,,51605.5,664.7436,Girth Weld,,,,,,,,
14510,39.59,0.344,,51631.88,661.6842,Girth Weld,,,,,,,,
14520,19.87,0.344,,51671.47,664.867,Girth Weld,,,,,,,,
14530,28.14,0.344,,51691.33,666.9375,Girth Weld,,,,,,,,
14540,39.9,0.344,,51719.48,668.9896,Girth Weld,,,,,,,,
14550,32.04,0.344,,51759.38,670.7397,Girth Weld,,,,,,,,
14560,40.03,0.344,,51791.42,671.7677,Girth Weld,,,,,,,,
14570,32.95,0.344,,51831.45,672.6388,Girth Weld,,,,,,,,
14580,23.57,0.344,,51864.4,673.0388,Girth Weld,,,,,,,,
14590,40.01,0.344,,51887.97,673.3307,Girth Weld,,,,,,,,
,,0.344,-2.84,51890.81,673.3727,metal loss-manufacturing anomaly,18,,0.59,0.71,,7:06,N/A,
14600,40.01,0.344,,51927.99,673.8404,Girth Weld,,,,,,,,
14610,40,0.344,,51968,674.2345,Girth Weld,,,,,,,,
14620,40.01,0.344,,52008,674.6763,Girth Weld,,,,,,,,
14630,40.04,0.344,,52048.02,674.9811,Girth Weld,,,,,,,,
14640,39.87,0.344,,52088.06,675.3789,Girth Weld,,,,,,,,
14650,40.03,0.344,,52127.93,675.5352,Girth Weld,,,,,,,,
14660,40.02,0.344,,52167.96,675.4096,Girth Weld,,,,,,,,
14670,40.05,0.344,,52207.98,675.3593,Girth Weld,,,,,,,,
14680,40.05,0.344,,52248.02,675.3429,Girth Weld,,,,,,,,
14690,40.03,0.344,,52288.07,675.3506,Girth Weld,,,,,,,,
14700,40.03,0.344,,52328.1,675.4152,Girth Weld,,,,,,,,
14710,39.93,0.344,,52368.14,675.972,Girth Weld,,,,,,,,
14720,40,0.344,,52408.06,676.5448,Girth Weld,,,,,,,,
14730,40.05,0.344,,52448.07,677.1115,Girth Weld,,,,,,,,
14740,40.03,0.344,,52488.11,677.5571,Girth Weld,,,,,,,,
14750,40.02,0.344,,52528.15,678.1184,Girth Weld,,,,,,,,
14760,40.01,0.344,,52568.17,678.6274,Girth Weld,,,,,,,,
14770,40,0.344,,52608.18,679.2301,Girth Weld,,,,,,,,
14780,39.95,0.344,,52648.18,679.9132,Girth Weld,,,,,,,,
14790,40.04,0.344,,52688.13,680.5564,Girth Weld,,,,,,,,
14800,39.95,0.344,,52728.17,681.0741,Girth Weld,,,,,,,,
14810,18.48,0.344,,52768.12,681.7127,Girth Weld,,,,,,,,
14820,40.01,0.344,,52786.59,682.0527,Girth Weld,,,,,,,,
14830,40.03,0.344,,52826.6,682.8782,Girth Weld,,,,,,,,
14840,40.05,0.344,,52866.63,683.8171,Girth Weld,,,,,,,,
14850,40.02,0.344,,52906.69,684.9061,Girth Weld,,,,,,,,
14860,39.97,0.344,,52946.7,685.8372,Girth Weld,,,,,,,,
,,,,52971.15,686.3154,Above Ground Marker,,,,,,,,AGM 10   U
14870,39.89,0.344,,52986.67,686.6315,Girth Weld,,,,,,,,
14880,39.89,0.344,,53026.56,687.4475,Girth Weld,,,,,,,,
14890,39.93,0.344,,53066.45,688.2188,Girth Weld,,,,,,,,
14900,40.06,0.344,,53106.38,688.9486,Girth Weld,,,,,,,,
,,0.344,-0.73,53107.12,688.9615,Cluster,15,,4.16,7.29,,8:11,NO,
14910,40.05,0.344,,53146.45,689.7742,Girth Weld,,,,,,,,
14920,40.01,0.344,,53186.5,690.9746,Girth Weld,,,,,,,,
,,0.344,-0.6,53187.09,690.9981,Cluster,12,,3.23,8.71,,5:19,NO,
,,0.344,-1.48,53187.97,691.0328,metal loss,21,,4.05,1.53,1.76,6:30,NO,
,,0.344,-1.52,53188.01,691.0344,Cluster,24,,3.7,3,1.75,5:33,NO,
,,0.344,-1.62,53188.12,691.0387,metal loss,12,,1.73,1.85,,4:54,NO,
,,0.344,-1.97,53188.47,691.0524,metal loss,10,,1.1,0.91,,5:14,NO,
14930,39.93,0.344,,53226.51,692.5587,Girth Weld,,,,,,,,
14940,40.06,0.344,,53266.43,694.2451,Girth Weld,,,,,,,,
14950,40.1,0.344,,53306.5,696.0414,Girth Weld,,,,,,,,
14960,40.07,0.344,,53346.59,697.7711,Girth Weld,,,,,,,,
14970,40.05,0.344,,53386.66,699.4075,Girth Weld,,,,,,,,
14980,40.06,0.344,,53426.71,700.3989,Girth Weld,,,,,,,,
14990,39.96,0.344,,53466.77,700.925,Girth Weld,,,,,,,,
15000,31.28,0.344,,53506.72,701.3528,Girth Weld,,,,,,,,
15010,39.92,0.344,,53538.01,701.6837,Girth Weld,,,,,,,,
15020,39.94,0.344,,53577.92,702.1461,Girth Weld,,,,,,,,
15030,39.9,0.344,,53617.86,702.6467,Girth Weld,,,,,,,,
15040,39.8,0.344,,53657.77,703.2395,Girth Weld,,,,,,,,
15050,40.03,0.344,,53697.57,702.4343,Girth Weld,,,,,,,,
15060,32.47,0.344,,53737.6,699.6919,Girth Weld,,,,,,,,
15070,40.11,0.344,,53770.07,696.1714,Girth Weld,,,,,,,,
15080,40.05,0.344,,53810.18,690.5501,Girth Weld,,,,,,,,
15090,40.16,0.344,,53850.23,684.3618,Girth Weld,,,,,,,,
15100,40.05,0.344,,53890.39,678.8369,Girth Weld,,,,,,,,
,,0.344,-29.77,53920.16,675.2186,metal loss-manufacturing anomaly,10,,0.51,0.71,,4:36,N/A,
15110,40.03,0.344,,53930.44,674.1921,Girth Weld,,,,,,,,
15120,39.98,0.344,,53970.47,670.9959,Girth Weld,,,,,,,,
15130,31.17,0.344,,54010.45,669.3898,Girth Weld,,,,,,,,
15140,39.94,0.344,,54041.62,668.8313,Girth Weld,,,,,,,,
15150,13.78,0.5,,54081.56,668.2028,Girth Weld,,,,,,,,"0.500"""
,,,,54088.45,668.0974,Bend,,,,,,,,5.7D - 48° - Sag
15160,40.06,0.344,,54095.34,667.9921,Girth Weld,,,,,,,,"0.344"""
15170,40.02,0.344,,54135.4,666.8563,Girth Weld,,,,,,,,
15180,8.26,0.344,,54175.42,663.4152,Girth Weld,,,,,,,,
15190,40.1,0.344,,54183.68,662.512,Girth Weld,,,,,,,,
15200,40.14,0.344,,54223.78,663.1476,Girth Weld,,,,,,,,
15210,40.08,0.344,,54263.92,666.9306,Girth Weld,,,,,,,,
15220,40.07,0.344,,54304,667.5357,Girth Weld,,,,,,,,
15230,40.06,0.344,,54344.07,668.5162,Girth Weld,,,,,,,,
15240,34.42,0.344,,54384.13,670.2743,Girth Weld,,,,,,,,
15250,40.03,0.344,,54418.55,672.8746,Girth Weld,,,,,,,,
15260,40.03,0.344,,54458.58,676.5668,Girth Weld,,,,,,,,
15270,39.97,0.344,,54498.61,680.7296,Girth Weld,,,,,,,,
15280,31.45,0.344,,54538.58,685.0733,Girth Weld,,,,,,,,
15290,40.01,0.344,,54570.03,688.7882,Girth Weld,,,,,,,,
15300,39.99,0.344,,54610.04,693.4862,Girth Weld,,,,,,,,
15310,39.98,0.344,,54650.02,696.0697,Girth Weld,,,,,,,,
15320,40.01,0.344,,54690,696.7601,Girth Weld,,,,,,,,
15330,40.01,0.344,,54730.01,696.9515,Girth Weld,,,,,,,,
15340,40.02,0.344,,54770.02,696.7815,Girth Weld,,,,,,,,
15350,40.01,0.344,,54810.04,696.6029,Girth Weld,,,,,,,,
15360,40.01,0.344,,54850.05,696.4139,Girth Weld,,,,,,,,
15370,39.96,0.344,,54890.06,696.1423,Girth Weld,,,,,,,,
15380,39.97,0.344,,54930.03,696.0629,Girth Weld,,,,,,,,
15390,39.99,0.344,,54970,695.8786,Girth Weld,,,,,,,,
15400,40,0.344,,55009.99,695.6506,Girth Weld,,,,,,,,
15410,39.99,0.344,,55049.99,695.7997,Girth Weld,,,,,,,,
15420,40,0.344,,55089.97,695.9337,Girth Weld,,,,,,,,
,,0.344,-0.71,55090.68,695.9362,Cluster,12,,3.08,9.28,,4:30,NO,
15430,39.99,0.344,,55129.97,696.1086,Girth Weld,,,,,,,,
15440,40.04,0.344,,55169.96,696.3984,Girth Weld,,,,,,,,
15450,39.96,0.344,,55210,696.636,Girth Weld,,,,,,,,
15460,39.97,0.344,,55249.96,696.9073,Girth Weld,,,,,,,,
15470,39.88,0.344,,55289.93,697.1887,Girth Weld,,,,,,,,
15480,40.03,0.344,,55329.81,697.3888,Girth Weld,,,,,,,,
15490,39.89,0.344,,55369.84,697.568,Girth Weld,,,,,,,,
15500,39.99,0.344,,55409.72,697.8182,Girth Weld,,,,,,,,
15510,40.01,0.344,,55449.71,697.7606,Girth Weld,,,,,,,,
15520,40.02,0.344,,55489.72,697.5734,Girth Weld,,,,,,,,
15530,40.01,0.344,,55529.73,697.3377,Girth Weld,,,,,,,,
15540,40.01,0.344,,55569.74,696.8396,Girth Weld,,,,,,,,
,,0.344,-36.9,55606.64,696.325,metal loss-manufacturing anomaly,23,,0.51,0.63,,3:06,N/A,
15550,32.98,0.344,,55609.76,696.2777,Girth Weld,,,,,,,,
15560,39.98,0.344,,55642.74,695.7249,Girth Weld,,,,,,,,
,,,,55664.51,695.2578,Tap,,,,,,12:00,,
15570,39.97,0.344,,55682.72,694.7236,Girth Weld,,,,,,,,
15580,40.01,0.344,,55722.68,693.5317,Girth Weld,,,,,,,,
15590,40.02,0.344,,55762.7,692.4689,Girth Weld,,,,,,,,
15600,36.06,0.344,,55802.72,691.4717,Girth Weld,,,,,,,,
15610,39.92,0.344,,55838.78,690.5965,Girth Weld,,,,,,,,
15620,39.93,0.344,,55878.7,689.6142,Girth Weld,,,,,,,,
15630,28.27,0.344,,55918.63,687.9461,Girth Weld,,,,,,,,
15640,40.05,0.344,,55946.89,686.7216,Girth Weld,,,,,,,,
15650,30.47,0.344,,55986.95,685.5895,Girth Weld,,,,,,,,
15660,40.07,0.344,,56017.41,685.7818,Girth Weld,,,,,,,,
,,0.344,-8.43,56025.84,686.0071,metal loss-manufacturing anomaly,13,,0.59,0.59,,12:54,N/A,
15670,26.29,0.344,,56057.48,686.537,Girth Weld,,,,,,,,
15680,40.01,0.344,,56083.77,686.6952,Girth Weld,,,,,,,,
15690,21.52,0.344,,56123.79,686.5413,Girth Weld,,,,,,,,
15700,39.93,0.344,,56145.31,686.3803,Girth Weld,,,,,,,,
15710,23.52,0.344,,56185.24,685.4592,Girth Weld,,,,,,,,
15720,39.95,0.344,,56208.76,684.8055,Girth Weld,,,,,,,,
15730,20.17,0.344,,56248.71,683.7019,Girth Weld,,,,,,,,
15740,38.81,0.344,,56268.88,683.1547,Girth Weld,,,,,,,,
15750,21.06,0.344,,56307.69,682.5535,Girth Weld,,,,,,,,
15760,40.12,0.344,,56328.75,682.2509,Girth Weld,,,,,,,,
15770,19.43,0.344,,56368.87,682.0721,Girth Weld,,,,,,,,
,,0.344,-18.47,56387.34,682.1086,Cluster,14,,2.64,3.69,,8:50,NO,
,,0.344,-18.52,56387.38,682.1088,Cluster,10,,1.03,3.62,,6:59,NO,
,,0.344,-18.54,56387.4,682.1088,metal loss,10,,0.87,1.18,,8:10,NO,
,,0.344,-18.58,56387.44,682.1089,metal loss,10,,0.71,1.65,,6:02,NO,
15780,40.15,0.344,,56388.3,682.111,Girth Weld,,,,,,,,
15790,19.96,0.344,,56428.45,682.2264,Girth Weld,,,,,,,,
15800,39.99,0.344,,56448.41,682.2519,Girth Weld,,,,,,,,
15810,25.39,0.344,,56488.4,681.5428,Girth Weld,,,,,,,,
15820,30.26,0.344,,56513.79,679.8974,Girth Weld,,,,,,,,
15830,29.29,0.344,,56544.05,676.9688,Girth Weld,,,,,,,,
15840,40.13,0.344,,56573.34,673.4788,Girth Weld,,,,,,,,
15850,31.7,0.344,,56613.46,668.6218,Girth Weld,,,,,,,,
15860,15.96,0.5,,56645.16,665.0939,Girth Weld,,,,,,,,"0.500"""
,,,,56653.07,664.2626,Bend,,,,,,,,6.6D - 47° - Sag
15870,40.05,0.344,,56661.12,663.4304,Girth Weld,,,,,,,,"0.344"""
15880,17.34,0.344,,56701.17,659.5047,Girth Weld,,,,,,,,
15890,40.05,0.344,,56718.51,657.3673,Girth Weld,,,,,,,,
15900,39.92,0.344,,56758.56,651.0226,Girth Weld,,,,,,,,
15910,39.89,0.344,,56798.48,654.3575,Girth Weld,,,,,,,,
15920,17.12,0.344,,56838.37,657.9266,Girth Weld,,,,,,,,
15930,18.42,0.344,,56855.49,658.9804,Girth Weld,,,,,,,,
15940,6.19,0.344,,56873.91,659.5978,Girth Weld,,,,,,,,
,,,,56876.96,659.6758,Bend,,,,,,,,6.6D - 48° - Sag
15950,39.94,0.344,,56880.11,659.7522,Girth Weld,,,,,,,,
15960,16.1,0.344,,56920.04,660.4671,Girth Weld,,,,,,,,
15970,7.61,0.344,,56936.15,660.6994,Girth Weld,,,,,,,,
