Joint num,Joint len,Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR
10820,39.95,0.344,,,39097.66,GirthWeld,,,,,,,,,,,0.7,37.74,,,,1160,65000,,1342,,,,,,,,
10830,39.96,0.344,,,39137.61,GirthWeld,,,,,,,,,,4,0.7,29.34,,,,1160,65000,,1342,,,,,,,,
10830,,0.344,-22.35,17.6,39159.96,metal loss,External,10,0.034,,,0.91,1.73,8:28,,,0.7,27.07,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10830,,0.344,-38.96,0.99,39176.57,metal loss,External,10,0.034,,,0.67,1.3,4:43,,,0.7,26.74,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10830,,0.344,-38.96,0.99,39176.57,metal loss,External,19,0.065,,,0.67,1.1,5:40,,,0.7,26.74,,MFL-A/XT,,1160,65000,,1342,1471.68,2043.39,,,,,,
10830,,0.344,-39.05,0.91,39176.66,metal loss,External,13,0.045,,,0.83,1.69,6:29,,,0.7,26.74,,MFL-A/XT,,1160,65000,,1342,1471.78,2043.53,,,,,,
10840,28.64,0.344,,,39177.57,GirthWeld,,,,,,,,,,1,0.7,26.73,,,,1160,65000,,1342,,,,,,,,
10840,,0.344,-28.09,0.54,39205.66,metal loss,External,12,0.041,,,0.63,1.22,6:25,,,0.7,26.21,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10850,39.99,0.344,,,39206.2,GirthWeld,,,,,,,,,,,1,26.2,,,,1160,65000,,1342,,,,,,,,
10860,40.16,0.344,,,39246.19,GirthWeld,,,,,,,,,,,0.7,24.34,,,,1160,65000,,1342,,,,,,,,
10870,16.09,0.344,,,39286.35,GirthWeld,,,,,,,,,,,0.7,18.02,,,,1160,65000,,1342,,,,,,,,
10880,40.1,0.344,,,39302.45,GirthWeld,,,,,,,,,,,0.7,15.79,,,,1160,65000,,1342,,,,,,,,
10890,11.19,0.5,,,39342.55,GirthWeld,,,,,,,,,,,0.7,12.49,,,,1160,60000,,1800,,,,,,,,
10890,,,,,39348.7,Bend,,,,,,,,,6.0D -  30° - Sag,,,13.29,,,,,,,,,,,,,,,
10900,8.51,0.344,,,39353.74,GirthWeld,,,,,,,,,,,0.7,16.12,,,,1160,65000,,1342,,,,,,,,
10910,11.3,0.5,,,39362.25,GirthWeld,,,,,,,,,,,0.7,21.65,,,,1160,60000,,1800,,,,,,,,
10910,,,,,39368.21,Bend,,,,,,,,,5.3D -  44° - Over,,,24.73,,,,,,,,,,,,,,,
10920,23.4,0.344,,,39373.55,GirthWeld,,,,,,,,,,3,1,25.23,,,,1160,65000,,1342,,,,,,,,
10920,,0.344,-1.69,21.71,39375.25,metal loss,External,14,0.048,,,1.85,2.48,6:22,,,1,25.17,,MFL-A/XT,,1160,65000,,1342,1456.23,2021.94,,,,,,
10920,,0.344,-1.76,21.64,39375.31,metal loss,External,10,0.034,,,1.97,1.14,5:57,,,1,25.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10920,,0.344,-22.56,0.84,39396.11,metal loss,External,13,0.045,,,0.32,0.59,8:06,,,1,24.53,,MFL-A/XT,,1160,65000,,1342,1475.54,2048.76,,,,,,
10930,29.18,0.344,,,39396.95,GirthWeld,,,,,,,,,,1,1,24.5,,,,1160,65000,,1342,,,,,,,,
10930,,0.344,-28.12,1.06,39425.07,metal loss,External,15,0.052,,,1.46,3.07,3:54,,,1,24.01,,MFL-A/XT,,1160,65000,,1342,1461.58,2029.36,,,,,,
10940,39.98,0.344,,,39426.13,GirthWeld,,,,,,,,,,,0.7,24,,,,1160,65000,,1342,,,,,,,,
10950,40.05,0.344,,,39466.11,GirthWeld,,,,,,,,,,11,0.7,23.58,,,,1160,65000,,1342,,,,,,,,
10950,,0.344,-0.85,39.2,39466.96,metal loss,External,10,0.034,,,0.71,0.67,9:09,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10950,,0.344,-0.93,39.12,39467.04,metal loss,External,13,0.045,,,0.83,7.4,8:56,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,1471.78,2043.53,,,,,,
10950,,0.344,-0.95,39.1,39467.06,metal loss,External,28,0.096,,,1.34,0.59,4:07,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,1450.81,2014.41,1519.46,2109.73,1522.39,2113.8,0.76,1.82
10950,,0.344,-0.98,39.08,39467.08,metal loss,External,13,0.045,,,1.22,2.64,4:20,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,1467.08,2037,,,,,,
10950,,0.344,-0.99,39.07,39467.09,metal loss,External,18,0.062,,,1.14,3.54,3:10,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,1464.7,2033.7,,,,,,
10950,,0.344,-1.12,38.93,39467.23,metal loss,External,15,0.052,,,0.91,1.3,8:30,,,0.7,23.57,,MFL-A/XT,,1160,65000,,1342,1469.99,2041.05,,,,,,
10950,,0.344,-4.82,35.23,39470.93,metal loss,External,34,0.117,,,0.79,1.14,3:44,,,0.7,23.53,,MFL-A/XT,,1160,65000,,1342,1463.73,2032.35,1534.17,2130.15,1535.95,2132.62,0.76,1.84
10950,,0.344,-5.45,34.6,39471.56,metal loss,External,11,0.038,,,2.01,1.22,4:04,,,0.7,23.52,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10950,,0.344,-19.41,20.65,39485.51,metal loss,External,24,0.083,,,1.06,1.3,3:00,,,0.7,23.37,,MFL-A/XT,,1160,65000,,1342,1462.27,2030.33,1532.87,2128.35,1534.14,2130.12,0.76,1.83
10950,,0.344,-26.6,13.45,39492.71,metal loss,External,10,0.034,,,1.02,1.46,6:49,,,0.7,23.36,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10950,,0.344,-26.92,13.13,39493.03,metal loss,External,12,0.041,,,1.26,1.5,6:39,,,0.7,23.36,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10960,36.12,0.344,,,39506.16,GirthWeld,,,,,,,,,,4,0.7,23.46,,,,1160,65000,,1342,,,,,,,,
10960,,0.344,-0.76,35.36,39506.92,metal loss,External,10,0.034,,,1.5,0.71,12:50,,,0.7,23.46,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10960,,0.344,-34.76,1.35,39540.92,metal loss,External,15,0.052,,,1.22,1.3,9:34,,,0.7,23.37,,MFL-A/XT,,1160,65000,,1342,1465.53,2034.85,,,,,,
10960,,0.344,-35.18,0.94,39541.34,metal loss,External,21,0.072,,,0.71,0.98,8:09,,,0.7,23.35,,MFL-A/XT,,1160,65000,,1342,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85
10960,,0.344,-35.41,0.7,39541.57,metal loss,External,11,0.038,,,1.42,1.46,11:01,,,0.7,23.35,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10970,9.07,0.5,,,39542.28,GirthWeld,,,,,,,,,,,0.7,23.32,,,,1160,60000,,1800,,,,,,,,
10970,,,,,39547.12,Bend,,,,,,,,,5.5D -  26° - Sag,,,23.63,,,,,,,,,,,,,,,
10980,40.71,0.344,,,39551.34,GirthWeld,,,,,,,,,,3,0.7,25.28,,,,1160,65000,,1342,,,,,,,,
10980,,0.344,-0.07,40.65,39551.41,metal loss,External,16,0.055,,,0.51,7.21,12:28,affecting girth weld,,0.7,25.31,,MFL-A/XT,,1160,65000,,1342,1474.07,2046.71,,,,,,
10980,,0.344,-0.64,40.08,39551.98,metal loss,External,10,0.034,,,0.63,1.58,9:33,,,0.7,25.55,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10980,,0.344,-3.05,37.66,39554.39,metal loss,External,12,0.041,,,1.58,1.58,3:18,,,0.7,26.58,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10990,22.37,0.344,,,39592.06,GirthWeld,,,,,,,,,,2,0.7,46.78,,,,1160,65000,,1342,,,,,,,,
10990,,0.344,-0.11,22.26,39592.17,metal loss,External,10,0.034,,,0.83,4.21,5:30,near girth weld,,0.7,46.85,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
10990,,0.344,-0.38,21.99,39592.44,metal loss,External,21,0.072,,,0.35,1.69,5:56,,,0.7,47.02,,MFL-A/XT,,1160,65000,,1342,1474.8,2047.73,1546.98,2147.94,1547.07,2148.07,0.75,1.85
11000,40.21,0.344,,,39614.43,GirthWeld,,,,,,,,,,7,0.7,60.41,,,,1160,65000,,1342,,,,,,,,
11000,,0.344,-0.25,39.96,39614.68,metal loss,External,11,0.038,,,1.14,1.1,3:56,,,0.7,60.56,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11000,,0.344,-0.74,39.47,39615.17,metal loss,External,17,0.058,,,1.93,1.38,5:28,,,0.7,60.86,,MFL-A/XT,,1160,65000,,1342,1449.69,2012.87,,,,,,
11000,,0.344,-0.8,39.41,39615.22,metal loss,External,15,0.052,,,1.5,2.76,4:41,,,0.7,60.89,,MFL-A/XT,,1160,65000,,1342,1461.16,2028.79,,,,,,
11000,,0.344,-0.93,39.28,39615.36,metal loss,External,11,0.038,,,1.1,0.94,6:50,,,0.7,60.98,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11000,,0.344,-0.94,39.27,39615.36,metal loss,External,10,0.034,,,1.3,2.05,6:06,,,0.7,60.98,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11000,,0.344,-1.04,39.17,39615.47,metal loss,External,14,0.048,,,0.51,1.06,6:35,,,0.7,61.04,,MFL-A/XT,,1160,65000,,1342,1474.37,2047.12,,,,,,
11000,,,,,39652.68,Attachment,,,,,,,,6:00,Repair Marker,,,78.53,,,,,,,,,,,,,,,
11000,,,,,39653.01,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #25,,,78.64,,,,,,,,,,,,,,,
11000,,0.344,-40.07,0.14,39654.5,metal loss,External,19,0.065,,,0.79,1.81,3:16,near girth weld Repaired?,,0.7,79.18,,MFL-A/XT,,1160,65000,,1342,1470,2041.06,,,,,,
11010,37.27,0.344,,,39654.64,GirthWeld,,,,,,,,,,7,0.7,79.23,,,,1160,65000,,1342,,,,,,,,
11010,,0.344,-0.01,37.25,39654.65,metal loss,External,10,0.034,,,0.32,0.98,3:38,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11010,,0.344,-0.01,37.25,39654.65,metal loss,External,16,0.055,,,0.32,0.75,3:48,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160,65000,,1342,1475.37,2048.52,,,,,,
11010,,0.344,-0.03,37.24,39654.67,metal loss,External,10,0.034,,,0.32,2.79,4:37,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11010,,0.344,-0.08,37.19,39654.72,metal loss,External,10,0.034,,,0.32,1.77,2:01,affecting girth weld Repaired?,,0.7,79.26,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11010,,0.344,-0.22,37.05,39654.86,metal loss,External,57,0.196,,,0.94,3.11,7:33,Repaired?,,0.7,79.31,,MFL-A/XT,,1160,65000,,1342,1440.94,2000.71,1503.71,2087.87,1512.07,2099.48,0.77,1.8
11010,,0.344,-0.31,36.96,39654.94,cluster,External,31,0.107,,,2.45,5.51,2:52,Repaired?,,0.7,79.34,,,,1160,65000,,1342,1401.79,1946.35,1459.8,2026.9,1488.04,2066.11,0.79,1.75
11010,,0.344,-0.7,36.57,39655.34,metal loss,External,12,0.041,,,0.94,1.42,8:20,Repaired?,,0.7,79.48,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11010,,,,,39655.86,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #25,,,79.67,,,,,,,,,,,,,,,
11010,,,,,39655.94,Attachment,,,,,,,,6:00,Repair Marker,,,79.7,,,,,,,,,,,,,,,
11020,9.79,0.5,,,39691.9,GirthWeld,,,,,,,,,,,0.7,88.52,,,,1160,60000,,1800,,,,,,,,
11020,,,,,39697.33,Bend,,,,,,,,,5.5D -  31° - Sag,,,89.64,,,,,,,,,,,,,,,
11030,32.34,0.344,,,39701.69,GirthWeld,,,,,,,,,,3,1,92.19,,,,1160,65000,,1342,,,,,,,,
11030,,0.344,-1.42,30.92,39703.12,metal loss,External,14,0.048,,,1.53,3.35,2:22,,,1,93.08,,MFL-A/XT,,1160,65000,,1342,1461.48,2029.23,,,,,,
11030,,0.344,-1.67,30.67,39703.36,metal loss,External,12,0.041,,,0.63,1.26,1:26,,,1,93.23,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11030,,0.344,-1.75,30.59,39703.44,metal loss,External,10,0.034,,,0.75,1.26,8:57,,,1,93.28,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11040,33.97,0.344,,,39734.03,GirthWeld,,,,,,,,,,,0.7,111.78,,,,1160,65000,,1342,,,,,,,,
11050,40.07,0.344,,,39768.01,GirthWeld,,,,,,,,,,1,0.7,132,,,,1160,65000,,1342,,,,,,,,
11050,,0.344,-0.18,39.89,39768.19,metal loss,External,13,0.045,,,0.51,0.67,7:27,near girth weld,,0.7,132.11,,MFL-A/XT,,1160,65000,,1342,1474.51,2047.32,,,,,,
11060,17.59,0.344,,,39808.08,GirthWeld,,,,,,,,,,1,0.7,152.79,,,,1160,65000,,1342,,,,,,,,
11060,,0.344,-2.24,15.35,39810.31,metal loss,External,47,0.162,,,0.67,1.06,4:08,,,0.7,153.73,,MFL-A/XT,,1160,65000,,1342,1462.07,2030.04,1531.47,2126.41,1534.22,2130.22,0.76,1.83
11070,8.32,0.5,,,39825.67,GirthWeld,,,,,,,,,,,0.7,159.64,,,,1160,60000,,1800,,,,,,,,
11070,,,,,39830.07,Bend,,,,,,,,,5.7D -  20° - Over,,,161.02,,,,,,,,,,,,,,,
11080,6.34,0.344,,,39833.98,GirthWeld,,,,,,,,,,,0.7,161.26,,,,1160,65000,,1342,,,,,,,,
11090,29.97,0.344,,,39840.32,GirthWeld,,,,,,,,,,,1,161.4,,,,1160,65000,,1342,,,,,,,,
11100,24.69,0.344,,,39870.3,GirthWeld,,,,,,,,,,,0.7,162.26,,,,1160,65000,,1342,,,,,,,,
11110,37.54,0.344,,,39894.99,GirthWeld,,,,,,,,,,,0.7,162.96,,,,1160,65000,,1342,,,,,,,,
11120,40.07,0.344,,,39932.53,GirthWeld,,,,,,,,,,,0.7,163.37,,,,1160,65000,,1342,,,,,,,,
11130,40.05,0.344,,,39972.6,GirthWeld,,,,,,,,,,,0.7,163.67,,,,1160,65000,,1342,,,,,,,,
11140,40.05,0.344,,,40012.65,GirthWeld,,,,,,,,,,,0.7,163.77,,,,1160,65000,,1342,,,,,,,,
11150,40.02,0.344,,,40052.7,GirthWeld,,,,,,,,,,,0.7,163.57,,,,1160,65000,,1342,,,,,,,,
11160,39.96,0.344,,,40092.71,GirthWeld,,,,,,,,,,,0.7,163.01,,,,1160,65000,,1342,,,,,,,,
11160,,,,,40114.67,AGM,,,,,,,,,AGM#16 AT PLM/ ON FENCE,,,162.63,,,,,,,,,,,,,,,
11170,40.09,0.344,,,40132.67,GirthWeld,,,,,,,,,,,1,162.09,,,,1160,65000,,1342,,,,,,,,
11180,40.07,0.344,,,40172.76,GirthWeld,,,,,,,,,,,0.7,160.16,,,,1160,65000,,1342,,,,,,,,
11190,40.11,0.344,,,40212.83,GirthWeld,,,,,,,,,,,0.7,157.46,,,,1160,65000,,1342,,,,,,,,
11200,40.12,0.344,,,40252.94,GirthWeld,,,,,,,,,,,0.7,154.49,,,,1160,65000,,1342,,,,,,,,
11210,40.16,0.344,,,40293.06,GirthWeld,,,,,,,,,,,0.7,152.47,,,,1160,65000,,1342,,,,,,,,
11220,40.12,0.344,,,40333.22,GirthWeld,,,,,,,,,,,0.7,152.54,,,,1160,65000,,1342,,,,,,,,
11230,40.08,0.344,,,40373.34,GirthWeld,,,,,,,,,,,0.7,154.4,,,,1160,65000,,1342,,,,,,,,
11240,39.73,0.344,,,40413.43,GirthWeld,,,,,,,,,,,0.7,155.79,,,,1160,65000,,1342,,,,,,,,
11250,40.13,0.344,,,40453.15,GirthWeld,,,,,,,,,,,0.7,157.04,,,,1160,65000,,1342,,,,,,,,
11260,40.03,0.344,,,40493.28,GirthWeld,,,,,,,,,,,0.7,157.5,,,,1160,65000,,1342,,,,,,,,
11270,40.08,0.344,,,40533.31,GirthWeld,,,,,,,,,,,0.7,157.57,,,,1160,65000,,1342,,,,,,,,
11280,40.08,0.344,,,40573.39,GirthWeld,,,,,,,,,,,0.7,156.58,,,,1160,65000,,1342,,,,,,,,
11290,40.08,0.344,,,40613.46,GirthWeld,,,,,,,,,,,0.7,154.68,,,,1160,65000,,1342,,,,,,,,
11300,40.03,0.344,,,40653.54,GirthWeld,,,,,,,,,,,0.7,147.86,,,,1160,65000,,1342,,,,,,,,
11310,40.05,0.344,,,40693.57,GirthWeld,,,,,,,,,,3,0.7,133.47,,,,1160,65000,,1342,,,,,,,,
11310,,0.344,-38.96,1.09,40732.53,metal loss,External,27,0.093,,,0.75,1.18,8:03,,,0.7,115.74,,MFL-A/XT,,1160,65000,,1342,1467.89,2038.13,1539.17,2137.1,1540.08,2138.36,0.75,1.84
11310,,0.344,-39.06,0.98,40732.63,metal loss,External,10,0.034,,,0.67,1.58,12:17,,,0.7,115.69,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11310,,0.344,-39.08,0.97,40732.64,metal loss,External,14,0.048,,,0.59,0.87,3:13,,,0.7,115.68,,MFL-A/XT,,1160,65000,,1342,1473.72,2046.22,,,,,,
11320,8.01,0.5,,,40733.61,GirthWeld,,,,,,,,,,,0.7,115.21,,,,1160,60000,,1800,,,,,,,,
11320,,,,,40737.9,Bend,,,,,,,,,6.1D -  20° - Sag,,,113.41,,,,,,,,,,,,,,,
11330,10.74,0.344,,,40741.62,GirthWeld,,,,,,,,,,4,0.7,112.83,,,,1160,65000,,1342,,,,,,,,
11330,,0.344,-10.37,0.37,40751.99,metal loss,External,10,0.034,,,1.53,0.59,10:19,,,0.7,111.78,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11330,,0.344,-10.44,0.31,40752.06,metal loss,External,16,0.055,,,0.43,0.59,10:03,,,0.7,111.78,,MFL-A/XT,,1160,65000,,1342,1474.63,2047.49,,,,,,
11330,,0.344,-10.51,0.24,40752.13,metal loss,External,18,0.062,,,0.87,3.07,10:41,near girth weld,,0.7,111.77,,MFL-A/XT,,1160,65000,,1342,1469.14,2039.87,,,,,,
11330,,0.344,-10.51,0.23,40752.13,metal loss,External,10,0.034,,,1.14,2.84,10:05,near girth weld,,0.7,111.77,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11340,10.07,0.5,,,40752.36,GirthWeld,,,,,,,,,,,0.7,111.74,,,,1160,60000,,1800,,,,,,,,
11340,,,,,40757.64,Bend,,,,,,,,,5.9D -  26° - Sag,,,111.78,,,,,,,,,,,,,,,
11350,40.53,0.344,,,40762.44,GirthWeld,,,,,,,,,,,0.7,113.68,,,,1160,65000,,1342,,,,,,,,
11360,21.94,0.344,,,40802.97,GirthWeld,,,,,,,,,,,0.7,130.36,,,,1160,65000,,1342,,,,,,,,
11370,39.93,0.344,,,40824.91,GirthWeld,,,,,,,,,,,0.7,136.91,,,,1160,65000,,1342,,,,,,,,
11380,29.18,0.344,,,40864.83,GirthWeld,,,,,,,,,,,0.7,143.55,,,,1160,65000,,1342,,,,,,,,
11390,40.05,0.344,,,40894.01,GirthWeld,,,,,,,,,,,0.7,143.02,,,,1160,65000,,1342,,,,,,,,
11400,40.11,0.344,,,40934.06,GirthWeld,,,,,,,,,,,0.7,140.89,,,,1160,65000,,1342,,,,,,,,
11410,40.08,0.344,,,40974.17,GirthWeld,,,,,,,,,,9,0.7,138.22,,,,1160,65000,,1342,,,,,,,,
11410,,0.344,-17.49,22.59,40991.66,metal loss,External,12,0.041,,,1.61,2.79,5:45,,,0.7,137.74,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11410,,0.344,-17.5,22.58,40991.67,metal loss,External,15,0.052,,,1.14,0.59,5:25,,,0.7,137.74,,MFL-A/XT,,1160,65000,,1342,1466.82,2036.64,,,,,,
11410,,0.344,-18.07,22,40992.25,metal loss,External,18,0.062,,,0.59,0.94,4:44,,,0.7,137.74,,MFL-A/XT,,1160,65000,,1342,1472.92,2045.11,,,,,,
11410,,0.344,-19.38,20.69,40993.55,metal loss,External,11,0.038,,,0.35,0.59,4:34,,,0.7,137.74,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11410,,0.344,-19.42,20.65,40993.59,cluster,External,32,0.11,,,1.73,3.56,4:23,,,0.7,137.74,,,,1160,65000,,1342,1429.74,1985.16,1494.11,2074.53,1498.41,2080.5,0.78,1.79
11410,,0.344,-25.13,14.94,40999.3,metal loss,External,13,0.045,,,0.91,1.46,6:05,,,0.7,137.76,,MFL-A/XT,,1160,65000,,1342,1471.02,2042.48,,,,,,
11410,,0.344,-25.37,14.71,40999.54,metal loss,External,14,0.048,,,0.71,1.34,5:48,,,0.7,137.76,,MFL-A/XT,,1160,65000,,1342,1472.65,2044.73,,,,,,
11410,,0.344,-25.48,14.6,40999.65,metal loss,External,11,0.038,,,0.71,1.02,6:18,,,0.7,137.76,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11410,,0.344,-25.51,14.56,40999.68,metal loss,External,13,0.045,,,1.02,1.58,5:32,,,0.7,137.76,,MFL-A/XT,,1160,65000,,1342,1469.66,2040.59,,,,,,
11420,40.13,0.344,,,41014.25,GirthWeld,,,,,,,,,,,0.7,138.29,,,,1160,65000,,1342,,,,,,,,
11430,40.01,0.344,,,41054.38,GirthWeld,,,,,,,,,,,0.7,140.31,,,,1160,65000,,1342,,,,,,,,
11440,40.07,0.344,,,41094.39,GirthWeld,,,,,,,,,,,1,143.14,,,,1160,65000,,1342,,,,,,,,
11450,40.07,0.344,,,41134.46,GirthWeld,,,,,,,,,,,0.7,146.04,,,,1160,65000,,1342,,,,,,,,
11460,36.2,0.344,,,41174.52,GirthWeld,,,,,,,,,,1,1,147.1,,,,1160,65000,,1342,,,,,,,,
11460,,0.344,-30.66,5.55,41205.18,metal loss,External,18,0.062,,,2.17,0.98,10:12,,,1,147.03,,MFL-A/XT,,1160,65000,,1342,1442.45,2002.81,,,,,,
11470,40.05,0.344,,,41210.73,GirthWeld,,,,,,,,,,3,0.7,146.95,,,,1160,65000,,1342,,,,,,,,
11470,,0.344,-19.6,20.45,41230.32,metal loss manufacturing,N/A,13,0.045,,,0.39,0.83,8:09,,,0.7,146.53,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11470,,0.344,-24.16,15.88,41234.89,metal loss,External,12,0.041,,,2.32,1.77,1:42,,,0.7,146.43,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11470,,0.344,-24.19,15.85,41234.92,metal loss,External,10,0.034,,,1.81,2.32,2:26,,,0.7,146.43,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11480,40.05,0.344,,,41250.77,GirthWeld,,,,,,,,,,,0.7,146.12,,,,1160,65000,,1342,,,,,,,,
11490,40.1,0.344,,,41290.83,GirthWeld,,,,,,,,,,,0.7,145.17,,,,1160,65000,,1342,,,,,,,,
11500,40.09,0.344,,,41330.92,GirthWeld,,,,,,,,,,,0.7,144.14,,,,1160,65000,,1342,,,,,,,,
11510,40.1,0.344,,,41371.02,GirthWeld,,,,,,,,,,,0.7,143.35,,,,1160,65000,,1342,,,,,,,,
11520,40.07,0.344,,,41411.11,GirthWeld,,,,,,,,,,,0.7,142.65,,,,1160,65000,,1342,,,,,,,,
11530,39.42,0.344,,,41451.18,GirthWeld,,,,,,,,,,,1,140.63,,,,1160,65000,,1342,,,,,,,,
11540,40.09,0.344,,,41490.6,GirthWeld,,,,,,,,,,44,1,136.2,,,,1160,65000,,1342,,,,,,,,
11540,,0.344,-16.18,23.9,41506.78,metal loss,External,11,0.038,,,0.98,1.46,6:28,,,1,134.1,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11540,,0.344,-17.23,22.86,41507.83,metal loss,External,20,0.069,,,0.79,1.22,6:31,,,1,133.95,,MFL-A/XT,,1160,65000,,1342,1469.63,2040.54,1541.25,2139.99,1541.63,2140.52,0.75,1.84
11540,,0.344,-17.66,22.42,41508.26,metal loss,External,21,0.072,,,0.59,1.18,6:38,,,1,133.9,,MFL-A/XT,,1160,65000,,1342,1472.13,2044.01,1544.02,2143.83,1544.29,2144.21,0.75,1.85
11540,,0.344,-18.23,21.86,41508.82,metal loss,External,16,0.055,,,0.71,1.42,6:42,,,1,133.82,,MFL-A/XT,,1160,65000,,1342,1472.08,2043.95,,,,,,
11540,,0.344,-18.28,21.81,41508.88,metal loss,External,21,0.072,,,0.98,1.53,5:18,,,1,133.81,,MFL-A/XT,,1160,65000,,1342,1465.74,2035.14,1536.87,2133.91,1537.58,2134.89,0.75,1.84
11540,,0.344,-18.46,21.63,41509.06,metal loss,External,15,0.052,,,1.89,2.21,6:27,,,1,133.79,,MFL-A/XT,,1160,65000,,1342,1453.78,2018.54,,,,,,
11540,,0.344,-18.66,21.43,41509.26,metal loss,External,31,0.107,,,0.83,1.42,5:16,,,1,133.76,,MFL-A/XT,,1160,65000,,1342,1464.13,2032.91,1534.75,2130.96,1536.32,2133.14,0.76,1.84
11540,,0.344,-19.06,21.02,41509.66,metal loss,External,16,0.055,,,1.06,1.26,6:48,,,1,133.7,,MFL-A/XT,,1160,65000,,1342,1467.25,2037.24,,,,,,
11540,,0.344,-19.19,20.9,41509.79,metal loss,External,29,0.1,,,0.71,1.34,5:09,,,1,133.69,,MFL-A/XT,,1160,65000,,1342,1467.68,2037.84,1538.88,2136.7,1539.91,2138.12,0.75,1.84
11540,,0.344,-19.33,20.76,41509.93,metal loss,External,15,0.052,,,0.75,1.42,6:42,,,1,133.67,,MFL-A/XT,,1160,65000,,1342,1471.85,2043.63,,,,,,
11540,,0.344,-19.38,20.71,41509.97,metal loss,External,13,0.045,,,1.26,0.98,6:11,,,1,133.66,,MFL-A/XT,,1160,65000,,1342,1466.59,2036.32,,,,,,
11540,,0.344,-19.42,20.67,41510.01,metal loss,External,11,0.038,,,0.59,0.91,7:20,,,1,133.65,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11540,,0.344,-19.45,20.64,41510.05,metal loss,External,11,0.038,,,0.59,1.18,4:49,,,1,133.65,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
11540,,0.344,-19.58,20.51,41510.17,metal loss,External,21,0.072,,,0.63,1.1,7:16,,,1,133.63,,MFL-A/XT,,1160,65000,,1342,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85
11540,,0.344,-19.73,20.36,41510.32,metal loss,External,15,0.052,,,0.75,1.18,4:52,,,1,133.61,,MFL-A/XT,,1160,65000,,1342,1471.85,2043.63,,,,,,
11540,,0.344,-19.87,20.21,41510.47,metal loss,External,16,0.055,,,0.51,0.98,4:52,,,1,133.59,,MFL-A/XT,,1160,65000,,1342,1473.97,2046.57,,,,,,
11540,,0.344,-20.06,20.03,41510.65,metal loss,External,18,0.062,,,0.94,1.22,5:03,,,1,133.57,,MFL-A/XT,,1160,65000,,1342,1468.01,2038.3,,,,,,
